iter	RMSE
380	0.1137212842
381	0.1136411288
382	0.1135227206
383	0.1134390138
384	0.1133670081
385	0.1132931153
386	0.1132154373
387	0.1131519576
388	0.1130785855
389	0.113006914
390	0.1129256933
391	0.1128742546
392	0.1128131888
393	0.1127760832
394	0.1127276885
395	0.1126572412
396	0.1126096057
397	0.1125542637
398	0.1124767569
399	0.1124289882
400	0.1123403193
401	0.1122686233
402	0.1121854661
403	0.1121459738
404	0.1120932981
405	0.1119926305
406	0.1119040059
407	0.111833473
408	0.1117662418
409	0.1117289689
410	0.1116604704
411	0.1115744043
412	0.1115402181
413	0.1114451798
414	0.1113707681
415	0.1113331813
416	0.1112580743
417	0.1111990417
418	0.1111283047
419	0.111055845
420	0.1109964174
421	0.1109463188
422	0.1108686389
423	0.1108156184
424	0.1107249897
425	0.1106649969
426	0.1106093418
427	0.1105285583
428	0.1104244211
429	0.1103354823
430	0.1102701137
431	0.1102156095
432	0.1100985407
433	0.1100141552
434	0.1099700651
435	0.1099298738
436	0.1098643031
437	0.1098346423
438	0.109727865
439	0.1096619867
440	0.1096015568
441	0.1095460201
442	0.1094966342
443	0.1094384285
444	0.1093926541
445	0.1093134889
446	0.1092561283
447	0.1092001327
448	0.1091542343
449	0.109088132
450	0.1090126562
451	0.1089637381
452	0.1088903661
453	0.1088427771
454	0.1087629313
455	0.1086730111
456	0.1086066448
457	0.1084804142
458	0.1083923774
459	0.1083103945
460	0.1082644932
461	0.1081844264
462	0.1081134314
463	0.108068306
464	0.1080016123
465	0.1079342324
466	0.1079059147
467	0.1078135394
468	0.1077564407
469	0.1076944398
470	0.1076309123
471	0.1075992482
472	0.1075519212
473	0.1074800129
474	0.1073919086
475	0.1072821464
476	0.107155559
477	0.1070858085
478	0.1069562273
479	0.1068679591
480	0.106819608
481	0.1067757296
482	0.106727207
483	0.1066596538
484	0.1065687878
485	0.1064276777
486	0.1063630189
487	0.1063131644
488	0.1062179001
489	0.1061197555
490	0.1060803059
491	0.106009365
492	0.1059602314
493	0.1059120573
494	0.1058612576
495	0.1058110111
496	0.1057688961
497	0.1056818239
498	0.1056605099
499	0.1056009585
500	0.105546967
501	0.1054725998
502	0.1054219898
503	0.1053582806
504	0.1052486279
505	0.1051962605
506	0.1051311575
507	0.1051000792
508	0.1050445502
509	0.1050108327
510	0.1049089213
511	0.1048518765
512	0.1047936706
513	0.1047221151
514	0.1046705407
515	0.1046450015
516	0.104609236
517	0.1045298504
518	0.1044591791
519	0.1044080184
520	0.1043285775
521	0.1042789411
522	0.1042215288
523	0.1041702497
524	0.1041188915
525	0.1039980467
526	0.1039419209
527	0.1038821497
528	0.1038342644
529	0.103752009
530	0.1036788869
531	0.1036069484
532	0.1035184769
533	0.103478715
534	0.1034069994
535	0.1033444376
536	0.1032767181
537	0.1032063138
538	0.1031456639
539	0.1030907323
540	0.1030519086
541	0.1029830394
542	0.102931257
543	0.1028791268
544	0.1028280618
545	0.1027922688
546	0.1027354366
547	0.1026324283
548	0.1025724239
549	0.1025032335
550	0.1023948415
551	0.1023156133
552	0.1022985429
553	0.1022318059
554	0.1021481507
555	0.1020923476
556	0.1020530956
557	0.101988983
558	0.1019476107
559	0.1019171436
560	0.1018623813
561	0.1017658361
562	0.101730279
563	0.1016811603
564	0.1016487181
565	0.1015965244
566	0.1015516812
567	0.1014965916
568	0.1014266827
569	0.1013808159
570	0.1013524687
571	0.1013376107
572	0.1012888225
573	0.101222361
574	0.1012032284
575	0.1011064197
576	0.1010726435
577	0.1010148268
578	0.1010029984
579	0.1009455214
580	0.1009013695
581	0.1008666893
582	0.1008060075
583	0.1007206683
584	0.1006787172
585	0.1006166346
586	0.10054602
587	0.1004627555
588	0.1004069573
589	0.1003705304
590	0.1003640819
591	0.1003277333
592	0.1002910631
593	0.1002281701
594	0.1001679932
595	0.1001384168
596	0.1000961049
597	0.1000237455
598	0.09996732851
599	0.09992374054
600	0.09987174467
601	0.09984310598
602	0.09978078904
603	0.09972214628
604	0.09967221407
605	0.09959098599
606	0.09951971326
607	0.09945015887
608	0.09936906281
609	0.09927814509
610	0.0992409589
611	0.09917471686
612	0.0991309328
613	0.09906716764
614	0.09895270651
615	0.09892280683
616	0.09882667105
617	0.09878713635
618	0.09867856944
619	0.09860916393
620	0.09854172226
621	0.09846744716
622	0.09842970547
623	0.09833467629
624	0.09825165318
625	0.09820666798
626	0.09816634602
627	0.09809433017
628	0.09803346327
629	0.09795756966
630	0.0978917482
631	0.09781620235
632	0.0977505315
633	0.09770189555
634	0.09764982586
635	0.09761059103
636	0.09752452748
637	0.09747739228
638	0.0974002059
639	0.09734574001
640	0.09727287762
641	0.09720613386
642	0.09716786229
643	0.09713918736
644	0.09706196542
645	0.09702362285
646	0.09698990251
647	0.09693837079
648	0.09686869344
649	0.0968459622
650	0.09680563789
651	0.09676525278
652	0.09668069056
653	0.09661507766
654	0.09655233213
655	0.09651557491
656	0.09645661073
657	0.09638130479
658	0.0963322441
659	0.09625718781
660	0.09620833222
661	0.09611291285
662	0.09604813018
663	0.09599765933
664	0.09594061324
665	0.09588128651
666	0.09582660496
667	0.09577330145
668	0.09573535366
669	0.09568962042
670	0.09564720563
671	0.09559958754
672	0.0955325749
673	0.0954664792
674	0.09540906861
675	0.09534539197
676	0.09530379304
677	0.09527859667
678	0.09521563526
679	0.09519068117
680	0.09510586973
681	0.09505499631
682	0.09500209544
683	0.09498022688
684	0.09492468038
685	0.0948788419
686	0.09483450408
687	0.09479912861
688	0.09478928708
689	0.09477527844
690	0.09473422039
691	0.09469078298
692	0.09462245741
693	0.09457050765
694	0.09449257183
695	0.09442113232
696	0.09435832365
697	0.09430783052
698	0.09427391971
699	0.09423147361
700	0.09419173904
701	0.09413740058
702	0.09411034911
703	0.09410070427
704	0.09404555558
705	0.09399585878
706	0.09391927677
707	0.09387981695
708	0.09383956935
709	0.09380358788
710	0.09374923959
711	0.09371712913
712	0.09367388354
713	0.0936354812
714	0.09356939523
715	0.09351857127
716	0.09346719419
717	0.09342851609
718	0.0933656348
719	0.09332607753
720	0.09330603383
721	0.09327195247
722	0.09323534154
723	0.09321252967
724	0.09315559664
725	0.09312524305
726	0.09307432752
727	0.09304681913
728	0.09301049188
729	0.0929700232
730	0.09292110666
731	0.09291230567
732	0.09287263156
733	0.09284112807
734	0.09279207302
735	0.09273869996
736	0.09269404454
737	0.09264476693
738	0.09260531157
739	0.09255735295
740	0.09251897829
741	0.09247867915
742	0.09241470449
743	0.09233736166
744	0.09228893784
745	0.09221067321
746	0.0921662737
747	0.09212622405
748	0.09207199714
749	0.0920184558
750	0.09196157244
751	0.09192188463
752	0.09186877572
753	0.09183172196
754	0.09178673182
755	0.09174400172
756	0.09169089612
757	0.0916542839
758	0.0916286309
759	0.09157697667
760	0.09156522355
761	0.09148572361
762	0.09144749934
763	0.09136948368
764	0.09135065588
765	0.09129777706
766	0.09125452605
767	0.09121313988
768	0.09115534019
769	0.09107935211
770	0.09103833398
771	0.09099205128
772	0.09094323604
773	0.09088116929
774	0.09082807944
775	0.09074763211
776	0.09072035638
777	0.09067926975
778	0.09061863821
779	0.09057376152
780	0.09054130134
781	0.09049408703
782	0.09046799902
783	0.09042857978
784	0.09038718102
785	0.09033672523
786	0.09028530365
787	0.09024569682
788	0.09019600786
789	0.09014985715
790	0.09012708284
791	0.09011569096
792	0.090061513
793	0.09001317704
794	0.0899640738
795	0.08990035841
796	0.08982051275
797	0.08978766821
798	0.08973540416
799	0.08968833486
800	0.08963374407
801	0.08959009788
802	0.08957376275
803	0.0895197904
804	0.08949251335
805	0.08943506035
806	0.0893945628
807	0.08936120204
808	0.08932288407
809	0.0892882342
810	0.0892487681
811	0.08916610299
812	0.08910338956
813	0.08907544838
814	0.08906108104
815	0.08901172736
816	0.08894862996
817	0.08890088459
818	0.08886260783
819	0.08881665316
820	0.08875091989
821	0.08873271228
822	0.08870083281
823	0.08869267074
824	0.08864341583
825	0.08860827345
826	0.08857265988
827	0.08854289707
828	0.0884975557
829	0.08845202959
830	0.08839941407
831	0.0883478844
832	0.08828102776
833	0.08822337287
834	0.08820176115
835	0.08814721011
836	0.08809283443
837	0.08804811168
838	0.08802736236
839	0.08801979231
840	0.08798422312
841	0.08791303826
842	0.08787307838
843	0.08784822177
844	0.08779545198
845	0.08774670294
846	0.08770455625
847	0.08769441609
848	0.08765455853
849	0.08764072126
850	0.08756362023
851	0.08753613743
852	0.08748908312
853	0.08745241431
854	0.08742468543
855	0.08738305011
856	0.08732326883
857	0.08730499329
858	0.08727579244
859	0.08723585688
860	0.08715353831
861	0.08714449369
862	0.08711526843
863	0.08706043614
864	0.08703208542
865	0.08698361428
866	0.08694340259
867	0.08692110774
868	0.08688859726
869	0.08682721123
870	0.08677290886
871	0.08672804641
872	0.08668247249
873	0.0866647383
874	0.08659451876
875	0.08655018225
876	0.08651217858
877	0.08646000956
878	0.08641097475
879	0.08636471904
880	0.08634732844
881	0.0862958487
882	0.08625308535
883	0.08623341077
884	0.08620172994
885	0.0861517254
886	0.08610150844
887	0.08606563132
888	0.08600713292
889	0.08597486453
890	0.08592189321
891	0.08586785156
892	0.08580956842
893	0.08577681979
894	0.08574609731
895	0.08571139142
896	0.08568072308
897	0.08564577707
898	0.08561746272
899	0.08558196626
900	0.08550835986
901	0.08546926891
902	0.08542052939
903	0.08535190189
904	0.08532313563
905	0.08529260529
906	0.08523544385
907	0.08519176806
908	0.08514113985
909	0.08508130168
910	0.08503790495
911	0.08498330747
912	0.08494052192
913	0.08490675893
914	0.08487369147
915	0.08484101599
916	0.08481537935
917	0.08477153917
918	0.08473477002
919	0.08467629221
920	0.08462371796
921	0.08458880212
922	0.08456800746
923	0.08452900649
924	0.08449434311
925	0.08446345994
926	0.08442467564
927	0.08439171937
928	0.08435810087
929	0.08432945702
930	0.08428270207
931	0.08424251997
932	0.0842116237
933	0.0842053723
934	0.08418106519
935	0.08413413053
936	0.08408909263
937	0.08404763241
938	0.08399745654
939	0.08397022399
940	0.08391064006
941	0.08387861302
942	0.08382894741
943	0.08376070707
944	0.08371280032
945	0.08370005721
946	0.08366869902
947	0.08360933672
948	0.08356450951
949	0.08352478394
950	0.08349667964
951	0.08347199965
952	0.08342061531
953	0.0833530637
954	0.08331493442
955	0.08328470862
956	0.08325563249
957	0.08321124281
958	0.08317317081
959	0.08313577631
960	0.08310883866
961	0.08305472799
962	0.08302953766
963	0.08297389201
964	0.08293615866
965	0.08291031838
966	0.08284023472
967	0.08278917918
968	0.08275517965
969	0.0827110518
970	0.08267912544
971	0.08263162877
972	0.08258051037
973	0.08254350562
974	0.08247706498
975	0.08241736158
976	0.08238818203
977	0.08233909885
978	0.08229686974
979	0.08225636196
980	0.08223323523
981	0.08216346634
982	0.08211549204
983	0.08208696779
984	0.08206567898
985	0.08204187618
986	0.08199157845
987	0.08196980539
988	0.08193981519
989	0.08190113777
990	0.08185530772
991	0.08183030812
992	0.08179832132
993	0.08173395553
994	0.08170529646
995	0.08168111539
996	0.08165146325
997	0.08159868596
998	0.08158818612
999	0.08152901595
