number,value,params_alpha,params_colsample_bytree,params_device,params_eval_metric,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_objective,params_subsample,params_tree_method,state
90,0.2889855148172419,0.006939353572648015,0.4499985629997265,cuda,logloss,0.021078802525087842,0.012576367588902947,7,148,binary:logistic,0.8321200474585593,hist,COMPLETE
91,0.2888354557365363,0.007120639585813999,0.38536407061442846,cuda,logloss,0.025890674544824067,0.012736221952944464,7,150,binary:logistic,0.8499690771447772,hist,COMPLETE
92,0.2832126869587478,0.006546122913605551,0.3871866448177734,cuda,logloss,0.020366435004477542,0.0057551476845438,7,135,binary:logistic,0.8294359040662638,hist,COMPLETE
93,0.28921167771156603,0.00971998095496461,0.4590648701447612,cuda,logloss,0.06478567915130948,0.012603429150808155,7,147,binary:logistic,0.8462583507376203,hist,COMPLETE
94,0.28883221555604577,0.00980852009230641,0.45156201245154876,cuda,logloss,0.0622831459989663,0.012382308858937013,9,149,binary:logistic,0.8452059164494123,hist,COMPLETE
95,0.28856343023093123,0.008042073988160339,0.42232045726556916,cuda,logloss,0.08182853139137748,0.012485143645147195,10,152,binary:logistic,0.8496465458785293,hist,COMPLETE
96,0.2876321566735897,0.007477705504926788,0.45406339901122245,cuda,logloss,0.07683934907779273,0.007388139510378932,13,151,binary:logistic,0.8449304489769264,hist,COMPLETE
97,0.28784980189743525,0.01052074071827044,0.4740137228917389,cuda,logloss,0.12990632833492285,0.012408063585708524,10,165,binary:logistic,0.9499758526135545,hist,COMPLETE
98,0.28766861461156706,0.009373443022081615,0.4442814037109977,cuda,logloss,0.04213876464680896,0.009370576930257179,9,180,binary:logistic,0.8829104131169223,hist,COMPLETE
99,0.28811076365830535,0.0029423186075275896,0.4217257450075231,cuda,logloss,0.0904586508319193,0.010348581294515706,12,151,binary:logistic,0.8531400164912748,hist,COMPLETE
100,0.28884361285113663,0.003982481544478707,0.4690038778870014,cuda,logloss,0.06680974885002244,0.011507625345858108,9,159,binary:logistic,0.8726408085177255,hist,COMPLETE
101,0.28755589854269814,0.006036298648828704,0.3595404193394319,cuda,logloss,0.06839454653571048,0.008363372235100754,9,159,binary:logistic,0.9003245101307752,hist,COMPLETE
102,0.2879079571654845,0.007908396371380086,0.4508379373808187,cuda,logloss,0.06605812699353415,0.011392980609023416,11,172,binary:logistic,0.8739132105907973,hist,COMPLETE
103,0.2892731810214498,0.0039049680608598835,0.4737731793293094,cuda,logloss,0.1064014757544282,0.01284724578381682,8,196,binary:logistic,0.8467567744585742,hist,COMPLETE
104,0.28902300266226905,0.004060804013136655,0.5012886826808721,cuda,logloss,0.026952119163855807,0.01310211099987677,8,197,binary:logistic,0.82756762126026,hist,COMPLETE
105,0.2891507612895609,0.003442641489028028,0.5375071155687593,cuda,logloss,0.027491679640111732,0.013193621657192034,8,193,binary:logistic,0.8239241797630371,hist,COMPLETE
106,0.2886989283517031,0.004073306481643995,0.5352858271164348,cuda,logloss,0.10903100120616732,0.013320383336533341,10,196,binary:logistic,0.8253531293299646,hist,COMPLETE
107,0.2890758079433616,0.004533663159617989,0.502301033274712,cuda,logloss,0.1059057207169273,0.014173091669967875,8,203,binary:logistic,0.8283656687991909,hist,COMPLETE
108,0.28780576006922787,0.00422027446872592,0.5384270005470684,cuda,logloss,0.028231249515945595,0.014474242466727513,10,195,binary:logistic,0.8204663964802876,hist,COMPLETE
109,0.2883205239124913,0.004157191857535568,0.5021579903329814,cuda,logloss,0.02243062454154269,0.0107166992063013,9,209,binary:logistic,0.8630354685086868,hist,COMPLETE
110,0.2873489381825332,0.012563441119233132,0.47168363454602147,cuda,logloss,0.16013191273648283,0.009035914110393757,8,214,binary:logistic,0.8841331334368123,hist,COMPLETE
111,0.28876961112812044,0.0035693657364626544,0.4991087531704459,cuda,logloss,0.09880909168088242,0.012897568303489173,8,196,binary:logistic,0.822878820038023,hist,COMPLETE
112,0.28827728951726533,0.003486030380049482,0.5461568142275441,cuda,logloss,0.10736158589997011,0.013900181365146551,8,192,binary:logistic,0.7936608378218589,hist,COMPLETE
113,0.28849617731665256,0.005337024709805203,0.5797636639405636,cuda,logloss,0.03598101650168798,0.013166956451799825,9,202,binary:logistic,0.8195771556998573,hist,COMPLETE
114,0.28843892560838574,1.8704555200345467,0.5260540944586465,cuda,logloss,0.1007930449230169,0.011358497767247159,8,185,binary:logistic,0.9109910048659422,hist,COMPLETE
115,0.28852398866492945,0.006684922948947112,0.4977812396452734,cuda,logloss,0.05954843154656879,0.014579690991208104,8,216,binary:logistic,0.7806477902528753,hist,COMPLETE
116,0.2873007686887685,0.004208613778189709,0.47882849740912503,cuda,logloss,0.013979447532266827,0.009894272410783963,7,208,binary:logistic,0.8261162097523271,hist,COMPLETE
117,0.2866521447382868,0.004792895750451095,0.514295971446035,cuda,logloss,0.02484330510985175,0.006748972497214784,10,181,binary:logistic,0.847888618456964,hist,COMPLETE
118,0.28866762798633294,0.005760159519350813,0.5599280466641234,cuda,logloss,0.01705681364734337,0.013368956327978528,8,198,binary:logistic,0.8705126438847622,hist,COMPLETE
119,0.28516997346597756,8.46018784119803,0.46552993228885703,cuda,logloss,0.21715459976207316,0.007876837142825515,9,230,binary:logistic,0.8848775088836303,hist,COMPLETE
120,0.2871223605605382,0.003710273058570712,0.49597430329935727,cuda,logloss,0.1408933318834249,0.015410987658370718,11,206,binary:logistic,0.7985841588239236,hist,COMPLETE
121,0.28842495394753837,0.0060903204008291075,0.5586512593127761,cuda,logloss,0.017295330213826534,0.013150759580323175,8,195,binary:logistic,0.8697221592811195,hist,COMPLETE
122,0.28836097963232127,0.010432206671702202,0.5738968664116403,cuda,logloss,0.011544155799733212,0.010902589928507464,8,221,binary:logistic,0.8567380421529207,hist,COMPLETE
123,0.28861888028503624,0.00311715228538286,0.5313914582625073,cuda,logloss,0.02878755562765583,0.01170163988271699,7,199,binary:logistic,0.8423150735671794,hist,COMPLETE
124,0.2878049227372749,0.002386406486956122,0.5045081914561943,cuda,logloss,0.034152337877522775,0.009767043152888899,9,191,binary:logistic,0.8081698635358211,hist,COMPLETE
125,0.2882197897761317,0.005302489450128935,0.6032753775745633,cuda,logloss,0.1196823225271715,0.013472472852969247,8,183,binary:logistic,0.8936603129115412,hist,COMPLETE
126,0.2886926318854722,0.004357007289902976,0.48035775971202105,cuda,logloss,0.043071264088747147,0.015195342650184256,7,176,binary:logistic,0.8270853079356016,hist,COMPLETE
127,0.28832472423576455,0.004669645430806587,0.4891154877507862,cuda,logloss,0.0456255090390631,0.015918647794479,7,175,binary:logistic,0.7908944274179196,hist,COMPLETE
128,0.2878472473035793,0.0032780478761901145,0.4765522753533569,cuda,logloss,0.0674736880598698,0.010491199780146596,7,163,binary:logistic,0.8252476759311392,hist,COMPLETE
129,0.28411272412808847,0.0021144538882179554,0.5164037980225404,cuda,logloss,0.039391071829501474,0.015198461658373994,16,145,binary:logistic,0.8390062118238558,hist,COMPLETE
130,0.2878091822155028,0.004013596625419741,0.45738860557185207,cuda,logloss,0.09068575024956267,0.009178005995670705,10,170,binary:logistic,0.8063358900524201,hist,COMPLETE
131,0.28820439839637313,0.007051259047667274,0.5497251520306655,cuda,logloss,0.018069568806846206,0.013561420775691078,8,185,binary:logistic,0.8747788192385699,hist,COMPLETE
132,0.2882719033621977,0.005493510255628933,0.5180511697601624,cuda,logloss,0.030938794545120087,0.011701292239073308,7,198,binary:logistic,0.8607988740794945,hist,COMPLETE
133,0.28849341021505187,0.0026605095755157173,0.48664118205513085,cuda,logloss,0.023598524829613797,0.012991441143320518,8,205,binary:logistic,0.9114227433400469,hist,COMPLETE
134,0.2877871418509929,0.009608779351803027,0.5397491202586836,cuda,logloss,0.047793167761816205,0.014642618851645807,9,176,binary:logistic,0.8479921198128246,hist,COMPLETE
135,0.2879605163426762,0.015187851286802565,0.44795342271955124,cuda,logloss,0.05342929954037572,0.018450648809680448,8,218,binary:logistic,0.8170658968002726,hist,COMPLETE
136,0.28892401986621036,0.004233407435361308,0.46371761501230424,cuda,logloss,0.10776967438281704,0.016201769420289044,7,190,binary:logistic,0.8320017491522267,hist,COMPLETE
137,0.28879554093089754,0.003988996260968004,0.4699313285572994,cuda,logloss,0.10327495105523693,0.01621936461291376,7,159,binary:logistic,0.8335103626592396,hist,COMPLETE
138,0.288254029081816,0.0031721276929315726,0.4358553496057702,cuda,logloss,0.1818462833498195,0.017891584647298047,7,156,binary:logistic,0.8377780113029719,hist,COMPLETE
139,0.28712221910303787,0.38638231611398327,0.4663902752976498,cuda,logloss,0.1144933698691022,0.016438066536633045,9,148,binary:logistic,0.8559533059829728,hist,COMPLETE
140,0.2868972357713691,0.0022740456007860144,0.5037627874523666,cuda,logloss,0.1453059278694393,0.010827779832331233,6,162,binary:logistic,0.49591690171557784,hist,COMPLETE
141,0.28864036382138614,0.004228230770691174,0.4725100451859398,cuda,logloss,0.09626411767058284,0.014979467264762474,7,190,binary:logistic,0.8290912101465294,hist,COMPLETE
142,0.2882242300949139,0.006946847343636516,0.4834980855789097,cuda,logloss,0.07431850334675666,0.011814857734233025,7,157,binary:logistic,0.8179650392654049,hist,COMPLETE
143,0.28843716976716444,0.003763231413985351,0.45497729950978977,cuda,logloss,0.06340791422559991,0.016124852671479853,6,179,binary:logistic,0.8314066894217562,hist,COMPLETE
144,0.2879084069360363,0.004760387288879455,0.4148455216983189,cuda,logloss,0.08389134527108691,0.018562350422637347,7,144,binary:logistic,0.8001732122062728,hist,COMPLETE
145,0.288648311803932,0.00322322860217164,0.4374840766152007,cuda,logloss,0.10637424256653248,0.012563248046181833,8,172,binary:logistic,0.8506001056991819,hist,COMPLETE
146,0.28828871285339586,0.0027281924711940538,0.5113246810893228,cuda,logloss,0.039587245428882124,0.013818537601477117,9,194,binary:logistic,0.7758329337854247,hist,COMPLETE
147,0.28801530283250737,0.0018098958980543212,0.4913724727481299,cuda,logloss,0.05936745361899565,0.010087834710195392,8,209,binary:logistic,0.8138996214537484,hist,COMPLETE
148,0.287568427819285,0.00802087093526357,0.5252151084681966,cuda,logloss,0.07861119053834398,0.008622073213042966,9,188,binary:logistic,0.8805032892054735,hist,COMPLETE
149,0.2886394599401094,0.0043947956262585346,0.4620110475873525,cuda,logloss,0.20904613378832212,0.01457154633218258,7,164,binary:logistic,0.862759076927843,hist,COMPLETE
150,0.28775412100877634,0.006228889763196542,0.42849664571157803,cuda,logloss,0.13572087605154573,0.011738478752220895,6,155,binary:logistic,0.8399682919846522,hist,COMPLETE
151,0.2885827949589742,0.0058423415826566365,0.4983113327456694,cuda,logloss,0.30385024652359705,0.012798757716074362,8,200,binary:logistic,0.8668575467014056,hist,COMPLETE
152,0.2890571689887431,0.004924059362146476,0.5618618451659056,cuda,logloss,0.024423417384536752,0.013767440715428979,7,134,binary:logistic,0.826206995016528,hist,COMPLETE
153,0.28874965034961086,0.0035538128499274053,0.4787359259982753,cuda,logloss,0.02472378755988476,0.016800774075006825,7,134,binary:logistic,0.8286707005261654,hist,COMPLETE
154,0.28890966835982534,0.0035887533338191525,0.44978946675529435,cuda,logloss,0.023142491395715836,0.01703973565773691,6,134,binary:logistic,0.8473070059317507,hist,COMPLETE
155,0.28818459547157377,0.0026579343978978885,0.448844511726658,cuda,logloss,0.024312808997861174,0.017198515305166143,5,116,binary:logistic,0.8495771853857439,hist,COMPLETE
156,0.2885217005898636,0.003176269812453409,0.4691642932798341,cuda,logloss,0.03153152316443759,0.019420072063427798,6,132,binary:logistic,0.8077758179102658,hist,COMPLETE
157,0.2870988316773328,0.005049254205645142,0.4433590059747637,cuda,logloss,0.02103968001520707,0.016155673644826205,6,140,binary:logistic,0.42544733736644047,hist,COMPLETE
158,0.28669460706490657,0.008855387852516645,0.40243165945641024,cuda,logloss,0.02493770844590819,0.022904898321015225,7,130,binary:logistic,0.8405897918615877,hist,COMPLETE
159,0.2861836956880635,0.0035263562428641208,0.6413087362648885,cuda,logloss,0.011403702230505955,0.011019479345204466,5,119,binary:logistic,0.7888913009274587,hist,COMPLETE
160,0.2887701750291554,0.012477849480558937,0.42416386162945874,cuda,logloss,0.029870891202505648,0.014483950078674607,6,139,binary:logistic,0.8565102179015882,hist,COMPLETE
161,0.28886372826841344,0.011662971143053693,0.4311493259234825,cuda,logloss,0.03292525129582836,0.014185772917575981,6,137,binary:logistic,0.8511475250736729,hist,COMPLETE
