number,value,params_alpha,params_colsample_bytree,params_device,params_eval_metric,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_objective,params_subsample,params_tree_method,state
38,0.28388222861557894,0.2911762213348736,0.6685517817058055,cuda,logloss,0.18422731290177657,0.037278156310643025,5,140,binary:logistic,0.48401310489193505,hist,COMPLETE
39,0.2845762858216795,4.491680892268632,0.48309304620431104,cuda,logloss,1.5438772925193676,0.005148509520833794,9,224,binary:logistic,0.5699187873619136,hist,COMPLETE
40,0.27933028764897544,2.0927681712867243,0.3039461909947558,cuda,logloss,5.867296469683793,0.0031837434785672975,12,250,binary:logistic,0.622057860345753,hist,COMPLETE
41,0.2863945710452938,1.1107217089510915,0.47265021429496795,cuda,logloss,3.439632324837215,0.006114134412690728,11,298,binary:logistic,0.6283841111703891,hist,COMPLETE
42,0.2851670993067687,1.594248303081779,0.5429296213841077,cuda,logloss,0.055512352461460704,0.013325168159548024,11,279,binary:logistic,0.6438975851507692,hist,COMPLETE
43,0.2857678198000347,0.7157790119448194,0.4150696974731278,cuda,logloss,5.167658183341037,0.00740647899592678,7,260,binary:logistic,0.6835692737239022,hist,COMPLETE
44,0.28123037035059173,2.3064004809525684,0.361849561570787,cuda,logloss,2.8947590012094038,0.003714359428509929,13,288,binary:logistic,0.5483352818235464,hist,COMPLETE
45,0.28394453903694983,6.872738275852058,0.4630968057941469,cuda,logloss,6.702979525789737,0.0053569873390508106,8,235,binary:logistic,0.5867117411015171,hist,COMPLETE
46,0.28439312552517776,0.5585922712980785,0.7958521980469447,cuda,logloss,3.7498970932416826,0.010022226800932748,5,168,binary:logistic,0.7272027690224895,hist,COMPLETE
47,0.27867692728344384,0.12862302054394428,0.5268097403053463,cuda,logloss,0.6156998594279194,0.025281762920727938,9,281,binary:logistic,0.7659390160692912,hist,COMPLETE
48,0.2774876932754442,4.020651647674486,0.42350567682237444,cuda,logloss,2.117306787097576,0.0022428318389006384,15,299,binary:logistic,0.6853656287205122,hist,COMPLETE
49,0.28340000289081263,1.3559002650979157,0.5052116096862509,cuda,logloss,9.837982757789039,0.016089912102967598,10,262,binary:logistic,0.7894546957069867,hist,COMPLETE
50,0.2844041447429496,0.3567519273959206,0.6367888760549347,cuda,logloss,1.397384471150235,0.0067846249817851215,17,197,binary:logistic,0.5980760111754838,hist,COMPLETE
51,0.285469132449089,1.0117542035147147,0.46569125113494936,cuda,logloss,3.197648200250316,0.005520766223042378,11,286,binary:logistic,0.6572346015785471,hist,COMPLETE
52,0.28668927893956336,1.0152441617418715,0.47148282615482406,cuda,logloss,0.009837144114764995,0.00984837521151755,12,299,binary:logistic,0.6227606282865834,hist,COMPLETE
53,0.2868514300645823,2.2292921375719645,0.5545549519231333,cuda,logloss,0.0070925737959803776,0.009134745764434536,12,270,binary:logistic,0.6347604338756235,hist,COMPLETE
54,0.2850409031418657,2.566985220395613,0.5493200195157253,cuda,logloss,0.03829589793927985,0.008509211097537358,15,255,binary:logistic,0.7072978251175963,hist,COMPLETE
55,0.28136470289371146,0.002121193488192285,0.5846360201666256,cuda,logloss,0.004470585786569698,0.004708390621839413,14,78,binary:logistic,0.638704440172043,hist,COMPLETE
56,0.2877033617175278,9.713445941402712,0.430963975143697,cuda,logloss,0.0022558531551237237,0.012784204188356747,6,269,binary:logistic,0.6723299957300669,hist,COMPLETE
57,0.2863454815955364,9.671088253201177,0.401419450645345,cuda,logloss,0.00174142126579517,0.018797287716528,4,221,binary:logistic,0.7231638566216989,hist,COMPLETE
58,0.2877884562805148,6.988734286172286,0.43138785681872,cuda,logloss,0.003235252954009371,0.013189233404242247,6,266,binary:logistic,0.6770431515054355,hist,COMPLETE
59,0.2883234623705639,5.724590365903181,0.44516786080144366,cuda,logloss,0.002939131529806836,0.01775810112532699,6,242,binary:logistic,0.6768680214354419,hist,COMPLETE
60,0.2880880478342317,5.421982390186901,0.3476445000038801,cuda,logloss,0.002628453990342964,0.013578265297235954,6,271,binary:logistic,0.744669929798517,hist,COMPLETE
61,0.2878637208332144,5.855598511070212,0.3297368101306389,cuda,logloss,0.0030038817271765277,0.023532479204014085,6,271,binary:logistic,0.7456620971245994,hist,COMPLETE
62,0.2870357818190291,6.257146617069181,0.33585381480459137,cuda,logloss,0.002901821652853913,0.024559197116129673,6,247,binary:logistic,0.853953243731206,hist,COMPLETE
63,0.286567462974005,7.910420542186805,0.35084705631515234,cuda,logloss,0.0021514674435237926,0.037420819064224335,3,239,binary:logistic,0.7506757062134968,hist,COMPLETE
64,0.28348484154432196,5.531505168817833,0.3227469370161683,cuda,logloss,0.004962687549829454,0.013308724639400998,4,272,binary:logistic,0.7027349101357282,hist,COMPLETE
65,0.2877494329786216,3.686943440373555,0.3756453726310647,cuda,logloss,0.0032255870898549107,0.02100024112416113,5,254,binary:logistic,0.6717093863549464,hist,COMPLETE
66,0.2873202906275333,3.4746417794644606,0.38442318201581505,cuda,logloss,0.0027354839022979104,0.021295443950498014,5,229,binary:logistic,0.7979125606471918,hist,COMPLETE
67,0.28323165914222775,8.666418439790354,0.37531759285069033,cuda,logloss,0.017953436411938504,0.030656574644904015,7,243,binary:logistic,0.8153178678784652,hist,COMPLETE
68,0.28814317864447836,5.169602535758051,0.4437136203552498,cuda,logloss,0.0014555382487560131,0.01934677250090104,6,256,binary:logistic,0.6718930018677286,hist,COMPLETE
69,0.2876449219270064,5.515953721080277,0.4393389627405053,cuda,logloss,0.0013651729600888658,0.016849728292194777,5,256,binary:logistic,0.6716908610174601,hist,COMPLETE
70,0.2880992072235268,3.811827975779718,0.3291642677129771,cuda,logloss,0.0063032076492512395,0.022691411322987572,6,267,binary:logistic,0.7488256372420744,hist,COMPLETE
71,0.2878972899839915,3.7409116365573016,0.3180752225731026,cuda,logloss,0.00585210910480237,0.02425136803806943,6,266,binary:logistic,0.7527573659441413,hist,COMPLETE
72,0.2862647677141355,3.6974767430964515,0.3236296107573697,cuda,logloss,0.006937125014861431,0.02304527640909533,7,254,binary:logistic,0.752944924341198,hist,COMPLETE
73,0.28795251627805074,2.962600255587603,0.31777840837015,cuda,logloss,0.0036022165652300152,0.027875699771660163,4,276,binary:logistic,0.7825629621690436,hist,COMPLETE
74,0.28634485612833954,6.553674281256073,0.3144754315839667,cuda,logloss,0.0014886177577118104,0.050011844311215865,4,291,binary:logistic,0.7783494615634385,hist,COMPLETE
75,0.2873288975126855,3.1078594492686826,0.35216610932114595,cuda,logloss,0.0060054039160018545,0.06296333779036542,3,277,binary:logistic,0.8344685182255374,hist,COMPLETE
76,0.28218518082849664,4.808814683310696,0.32893172244186764,cuda,logloss,0.003715552729932852,0.028289593788502636,8,265,binary:logistic,0.8127255708021245,hist,COMPLETE
77,0.27880730528569675,7.229002865474616,0.40438413337569834,cuda,logloss,0.001033353566459724,0.03381221169084872,6,23,binary:logistic,0.739071492622922,hist,COMPLETE
78,0.27817017025618657,4.914923020341903,0.35789130930461077,cuda,logloss,0.01413571540029364,0.014623358787907072,25,290,binary:logistic,0.7213788997815493,hist,COMPLETE
79,0.28511360072317804,2.7855187243531687,0.33769208977584325,cuda,logloss,0.009008414195287657,0.01704582769219174,4,243,binary:logistic,0.7852095585363527,hist,COMPLETE
80,0.2879642689851107,2.1013205302512907,0.31105668471789416,cuda,logloss,0.0022633285669796965,0.01852664950810644,6,279,binary:logistic,0.7559429880444023,hist,COMPLETE
81,0.2865565675315455,4.17596735921441,0.3103809331251687,cuda,logloss,0.0019453447009120286,0.027350862861520487,6,277,binary:logistic,0.7547843075712258,hist,COMPLETE
82,0.27942882951557596,1.9495046014585684,0.38689006270923987,cuda,logloss,0.002489909343904324,0.040802875685576945,7,265,binary:logistic,0.6966396534148699,hist,COMPLETE
83,0.2843135396065937,5.985664463081909,0.30091348241424865,cuda,logloss,0.0035854167174869393,0.010871791488012766,5,282,binary:logistic,0.8132826103071695,hist,COMPLETE
84,0.287609836126781,2.9140068551448195,0.34285056320946206,cuda,logloss,0.004842881539436561,0.018963535993046947,6,260,binary:logistic,0.7666845414878516,hist,COMPLETE
85,0.2845629079608386,7.0185356347995675,0.3662099784372169,cuda,logloss,0.001690340673469601,0.02353192854305177,8,293,binary:logistic,0.8817319768099046,hist,COMPLETE
86,0.2876185121332115,4.348285862681126,0.3228703649576213,cuda,logloss,0.0011244146934503534,0.014424800801026101,7,231,binary:logistic,0.7377047721884493,hist,COMPLETE
87,0.28772215306045323,8.114521427447885,0.40929085086691197,cuda,logloss,0.0094457327343284,0.03146533780751505,4,272,binary:logistic,0.7475982471517955,hist,COMPLETE
88,0.28659588837643046,2.573296251748683,0.3008009839570876,cuda,logloss,0.004287202302829603,0.01733471842332446,8,283,binary:logistic,0.8594449843965923,hist,COMPLETE
89,0.28749590255892726,5.2584661300016275,0.3588447391089415,cuda,logloss,0.0030153851352138607,0.021849405797966234,5,214,binary:logistic,0.7150973807398899,hist,COMPLETE
90,0.28728123678367995,1.7591772180616354,0.39196888100906907,cuda,logloss,0.005731436647742833,0.015723700405414123,6,249,binary:logistic,0.7974830448292359,hist,COMPLETE
91,0.2819879958245849,3.3798101207078655,0.37513268609600897,cuda,logloss,0.003363707268658129,0.01956095292106568,3,257,binary:logistic,0.7716610556965705,hist,COMPLETE
92,0.2877629003756301,4.1062054001303,0.33500894058732933,cuda,logloss,0.0023255292600111435,0.02520398361014821,5,268,binary:logistic,0.6909162083384507,hist,COMPLETE
93,0.2877653623791224,4.264789106125279,0.3402080141613176,cuda,logloss,0.0014508023604104824,0.02553401746448992,5,267,binary:logistic,0.6954029343547434,hist,COMPLETE
94,0.2867528808036122,2.3495941044229838,0.740703526468641,cuda,logloss,0.0013310852770592057,0.011305606049690324,6,239,binary:logistic,0.7185550172351971,hist,COMPLETE
95,0.28744244046494183,5.821959008065885,0.31808915570763996,cuda,logloss,0.0016989269957967087,0.033602428324454765,4,278,binary:logistic,0.7047923919331505,hist,COMPLETE
96,0.28459796772002416,7.114252854970546,0.3456897772378501,cuda,logloss,0.0025579095524417192,0.027310257339723285,7,261,binary:logistic,0.7283010161372163,hist,COMPLETE
97,0.27844850830273854,3.1614837985907447,0.8851887218309122,cuda,logloss,0.0019792010235011523,0.042517869582893504,6,293,binary:logistic,0.6827232699299278,hist,COMPLETE
98,0.2856522864764514,4.489356949585549,0.36316699858626356,cuda,logloss,0.007771720004621834,0.018286365200911564,8,274,binary:logistic,0.7362334915414941,hist,COMPLETE
99,0.2871709500866302,8.359619065565957,0.33240287349486597,cuda,logloss,0.012577630665992429,0.023268138360346597,4,248,binary:logistic,0.7626464911594972,hist,COMPLETE
100,0.28685304251933763,1.856585344103943,0.419439545777934,cuda,logloss,0.005611558971722822,0.013967189382002688,9,285,binary:logistic,0.7858349263581664,hist,COMPLETE
101,0.287983867118029,4.056442911323465,0.3144002413752528,cuda,logloss,0.0022836032356076644,0.02537981106448858,5,268,binary:logistic,0.6953513537404986,hist,COMPLETE
102,0.2878717757126213,5.48616858932772,0.3150003231134366,cuda,logloss,0.0039702696983571146,0.030073697558186032,5,264,binary:logistic,0.6963152582803555,hist,COMPLETE
103,0.28735857851117264,5.846564344040698,0.31228145838728166,cuda,logloss,0.004322915674032906,0.02014159673412239,7,259,binary:logistic,0.6599222867567096,hist,COMPLETE
104,0.24280572383199578,2.676697702015921,0.4473623671835158,cuda,logloss,0.0039037057219234207,0.037037387087760866,22,274,binary:logistic,0.6490252346778321,hist,COMPLETE
105,0.28743185687197165,3.6175843092427558,0.3182962994171529,cuda,logloss,0.002830228138065339,0.028908736682108735,5,252,binary:logistic,0.7110352501814928,hist,COMPLETE
106,0.28795685902330703,9.808903719385885,0.3495187174331933,cuda,logloss,0.0019838045519319047,0.02195265816750354,6,287,binary:logistic,0.7449813021346129,hist,COMPLETE
107,0.28291722917898016,9.243520645278625,0.34848057217791795,cuda,logloss,0.0019363120949693674,0.021863783920951528,3,288,binary:logistic,0.7749947943353362,hist,COMPLETE
108,0.28767691575562204,4.9907343689069625,0.3043442773341214,cuda,logloss,0.0011630326234392937,0.030343019431927996,4,280,binary:logistic,0.7530142526069747,hist,COMPLETE
109,0.28193500664874205,9.894854487446823,0.3281729923644444,cuda,logloss,0.11443639653775527,0.03472660033960204,7,295,binary:logistic,0.7296893868287463,hist,COMPLETE
110,0.2866355922817963,2.1499961809815256,0.37091009630770094,cuda,logloss,0.001600131502398359,0.026622227599202335,6,270,binary:logistic,0.8195928047635235,hist,COMPLETE
111,0.2873169384062727,7.155300061534219,0.3932259435133757,cuda,logloss,0.0033249408837434154,0.012344379355717087,6,264,binary:logistic,0.6836282205524394,hist,COMPLETE
112,0.28715085669171403,6.106729123116383,0.3551790638335498,cuda,logloss,0.002238198389760509,0.01567507031988686,5,284,binary:logistic,0.7481941418641402,hist,COMPLETE
113,0.28680892305025224,7.982867460103554,0.3011274810320102,cuda,logloss,0.005308417854284518,0.01787411147034887,5,277,binary:logistic,0.9352368104439649,hist,COMPLETE
114,0.2861133464620018,5.151053226309835,0.3223662042259427,cuda,logloss,0.0026502522794798976,0.02330600222396275,7,244,binary:logistic,0.6753834228262344,hist,COMPLETE
115,0.2877496188023378,0.0248037883820945,0.33874908404099213,cuda,logloss,0.003851115979691266,0.02044108881161707,6,259,binary:logistic,0.7133956081243765,hist,COMPLETE
116,0.28786709668430743,1.2480884174772,0.3824786754904295,cuda,logloss,0.006861057968871186,0.019230078873482284,6,268,binary:logistic,0.6983053185815657,hist,COMPLETE
117,0.26890829235128166,1.2549762687302413,0.3653570860940546,cuda,logloss,0.007326072671738669,0.01935296226492352,18,236,binary:logistic,0.742866954760732,hist,COMPLETE
118,0.2869822457813501,3.0406984896658167,0.3853542617715723,cuda,logloss,0.00646808566424303,0.02516776924831404,4,125,binary:logistic,0.7604110118518705,hist,COMPLETE
119,0.28295653539587373,1.5394373874780622,0.3532946553462081,cuda,logloss,0.004581467547287661,0.016806065459134076,8,73,binary:logistic,0.6990280365813468,hist,COMPLETE
120,0.2879740232834859,0.009684910725747878,0.407888126096467,cuda,logloss,0.030180171172959444,0.022294212641997546,5,289,binary:logistic,0.7996236103666944,hist,COMPLETE
121,0.2863227403734117,0.04658367512766791,0.3974928514880347,cuda,logloss,0.012726036037369699,0.021893388928412083,5,108,binary:logistic,0.8024593335919736,hist,COMPLETE
122,0.2856802611438425,0.00493487162217739,0.37825577619072315,cuda,logloss,0.010998546670984936,0.0291822653322702,6,288,binary:logistic,0.7764367865667716,hist,COMPLETE
123,0.2841748287930953,0.0027263882417721272,0.3185949215755661,cuda,logloss,0.020969693550357493,0.023195592591382604,7,138,binary:logistic,0.7282528638098108,hist,COMPLETE
124,0.2866124598010859,0.01160384289259642,0.4066994228990194,cuda,logloss,0.03445555033419019,0.015244432400943385,5,271,binary:logistic,0.8436653966852259,hist,COMPLETE
125,0.2880407740236389,4.003035825167818,0.3378191657468012,cuda,logloss,0.00235821747081797,0.026565763427666134,4,280,binary:logistic,0.7917956131497419,hist,COMPLETE
126,0.2847167460465127,0.7944251621264519,0.3511042597340481,cuda,logloss,0.053449701911273156,0.02749910820261229,3,282,binary:logistic,0.8263503270748892,hist,COMPLETE
127,0.28625782697329,0.23051210927103272,0.3364254134796188,cuda,logloss,0.00196239962742704,0.019684623451304423,4,300,binary:logistic,0.7921757972193078,hist,COMPLETE
128,0.2876161243949068,3.7303750262648623,0.418067803813749,cuda,logloss,0.0013624364818440261,0.031175496643343494,4,289,binary:logistic,0.8031083589659671,hist,COMPLETE
129,0.28595230915404996,0.0010251173453908508,0.3132674637592185,cuda,logloss,0.0024060260866396906,0.03566578473552151,3,276,binary:logistic,0.7646062608445253,hist,COMPLETE
130,0.28749605253602695,2.254733636991877,0.30058543779873653,cuda,logloss,0.003977908577941083,0.017642637107431035,5,293,binary:logistic,0.7857858151976562,hist,COMPLETE
131,0.2873188810356932,0.07401195736083405,0.3315491828508281,cuda,logloss,0.0030335294069593396,0.025323535458305492,6,263,binary:logistic,0.7425621191847372,hist,COMPLETE
132,0.28800798417509027,4.3639641807704255,0.3643899720372057,cuda,logloss,0.0017005686844469453,0.021199367357513273,6,255,binary:logistic,0.7142731292868388,hist,COMPLETE
133,0.28651332445597283,4.045477035140978,0.3691974374719942,cuda,logloss,0.18052904024808022,0.021504725050257828,7,257,binary:logistic,0.692913220385673,hist,COMPLETE
134,0.28801779827140883,3.1080295093102603,0.4538008007139929,cuda,logloss,0.001013810039569366,0.01882419451648302,5,251,binary:logistic,0.7090376971494224,hist,COMPLETE
135,0.28776488303109343,3.291859646594121,0.45543560411362366,cuda,logloss,0.001038784212642709,0.04120500659139426,4,251,binary:logistic,0.7245797381303384,hist,COMPLETE
136,0.2869807495467912,4.863607060164192,0.4854122725716959,cuda,logloss,0.0016135759169511137,0.016213363758138553,5,226,binary:logistic,0.7174847193080294,hist,COMPLETE
137,0.2862001161711361,2.835427521579435,0.4393937657133038,cuda,logloss,0.0012621545166075492,0.026273467566167896,6,245,binary:logistic,0.7610645046565718,hist,COMPLETE
138,0.2877012406587604,3.8365250612349033,0.6704450749261615,cuda,logloss,0.0020338232691665898,0.02081078292309771,5,279,binary:logistic,0.7756349766105203,hist,COMPLETE
139,0.24385914754823995,4.570142324261109,0.8012208854447587,cuda,logloss,0.0015641619731293795,0.0014310811650905487,4,254,binary:logistic,0.6624396167252478,hist,COMPLETE
140,0.2816371972987804,0.008337891974243892,0.35791949984276594,cuda,logloss,0.002422305073788438,0.03223376204464198,7,266,binary:logistic,0.7332958667935098,hist,COMPLETE
141,0.2875125432656082,2.3813636377082923,0.3842152087007527,cuda,logloss,0.001839372933708393,0.018570613267966957,5,272,binary:logistic,0.7034821169224736,hist,COMPLETE
142,0.28783898940051017,6.2436100196895765,0.3446309039189416,cuda,logloss,0.004973210641410911,0.01443158374972441,6,266,binary:logistic,0.7077243515857415,hist,COMPLETE
143,0.2878343790112334,3.1602082059060823,0.31828580720345956,cuda,logloss,0.0027059282401212625,0.023682859049468267,6,260,binary:logistic,0.6891232157603797,hist,COMPLETE
144,0.2875708563873681,2.6377005822618016,0.5051135776324263,cuda,logloss,0.001009139065207699,0.0194907557279948,5,284,binary:logistic,0.753242901560123,hist,COMPLETE
145,0.28603946160217064,5.279550750192325,0.4248725282355361,cuda,logloss,0.007926446952982093,0.017150545877345526,4,276,binary:logistic,0.6702443816781617,hist,COMPLETE
146,0.2832599638235368,4.004324206254853,0.37100642288418606,cuda,logloss,0.0035903181994260693,0.028895287263062373,7,253,binary:logistic,0.8077607029290348,hist,COMPLETE
147,0.28803667561406465,1.7796447964201512,0.39810000165057324,cuda,logloss,0.01629420014322936,0.021832757165928442,5,240,binary:logistic,0.6532305665063495,hist,COMPLETE
148,0.2838046467318303,7.602428063979087,0.4048615346507521,cuda,logloss,0.023808153928567683,0.022379598957664358,3,241,binary:logistic,0.6488614300018261,hist,COMPLETE
149,0.2876617167902131,1.7424859387320795,0.44906750835479037,cuda,logloss,0.034461208163382655,0.02444917790911835,5,220,binary:logistic,0.6090718533068575,hist,COMPLETE
150,0.28655832289052535,3.4290073649605706,0.3274498883876383,cuda,logloss,0.01621829950187704,0.020997230381075753,4,232,binary:logistic,0.6374325686276786,hist,COMPLETE
151,0.28681036929244474,1.9236608412534941,0.3927454590318714,cuda,logloss,0.0058113709196475115,0.026542939109796826,6,268,binary:logistic,0.678697006899195,hist,COMPLETE
152,0.2879192557618195,0.0013416538985642063,0.34735788859401145,cuda,logloss,0.0013082469633430187,0.019007057644119748,6,248,binary:logistic,0.6570643036487538,hist,COMPLETE
153,0.28742177706059874,0.024013618899715348,0.3413294060004718,cuda,logloss,0.0012216402802299384,0.01781696743828157,5,240,binary:logistic,0.655194409194029,hist,COMPLETE
154,0.28730926272941487,0.0013818591063215408,0.35673441659916644,cuda,logloss,0.001440947276891296,0.02241215340642791,5,248,binary:logistic,0.6681020532783342,hist,COMPLETE
155,0.2877372832260781,4.603355986842387,0.3135406513167028,cuda,logloss,0.0021099011616966443,0.016454550703346952,6,258,binary:logistic,0.7821559818023304,hist,COMPLETE
156,0.28545748197722215,6.2706883765524655,0.34338838815324807,cuda,logloss,0.06913030063847748,0.024476794426044685,7,249,binary:logistic,0.7197656740125985,hist,COMPLETE
157,0.2873013192477894,0.003959784565535933,0.3293409094879053,cuda,logloss,0.0016843993968543402,0.02899633243941071,5,262,binary:logistic,0.7373790537360015,hist,COMPLETE
158,0.2874956265560548,0.0024117456876548114,0.31218842172400374,cuda,logloss,0.002259495621805139,0.013563939499232843,6,294,binary:logistic,0.7670438048830993,hist,COMPLETE
159,0.2870360157061459,2.8524497320700686,0.43594052026259633,cuda,logloss,0.003242086162056739,0.020237176737243925,4,282,binary:logistic,0.6161627798981114,hist,COMPLETE
160,0.2850757823819912,0.007811166753013188,0.30016104999934284,cuda,logloss,0.001178762580438033,0.031315858213250516,6,234,binary:logistic,0.6309296888658846,hist,COMPLETE
161,0.2870881088773225,1.1456067399711933,0.3635281445599945,cuda,logloss,0.004363428155333536,0.018877492156338355,7,273,binary:logistic,0.6961581286310978,hist,COMPLETE
