number,value,params_alpha,params_colsample_bytree,params_eval_metric,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_subsample,state
31,1139.0501494119155,0.026380335522213545,0.626462667537753,rmse,0.015695423460935796,0.005709718548363482,0.009295894151473236,17,194,0.8107720978335564,COMPLETE
32,1137.8187221480193,0.014212022023325352,0.5407968063603762,rmse,0.03753892839735119,0.007800234187767436,0.01244408086302337,16,247,0.8337944686212302,COMPLETE
33,1154.3521520516674,0.017321874407662228,0.5508597395174444,rmse,0.03271046742141996,0.00914555555058066,0.00529899396900052,15,252,0.892715320220915,COMPLETE
34,1137.7967631271522,0.011567709918682929,0.5315015261281351,rmse,0.03860976789429605,0.025689789948804175,0.02031195263960005,18,225,0.8444535767805927,COMPLETE
35,1137.6886432371641,0.004823894346068841,0.5086478670291579,rmse,0.0537567058228597,0.02630778979125859,0.017520702001230955,21,245,0.853924410693462,COMPLETE
36,1137.8992019124148,0.004690058565111305,0.48892128398547574,rmse,0.08416704584772626,0.026334822352575084,0.021622445264341244,21,270,0.9098068847137625,COMPLETE
37,1146.7903658582445,0.003079991337952581,0.4688549275789624,rmse,0.0482244734012727,0.08491981108886988,0.033992566535988686,24,222,0.700619109955817,COMPLETE
38,1150.8658192074645,0.009671264315508672,0.5387913518327534,rmse,0.022287711996149272,0.02202152524798654,0.051251849607278376,19,235,0.9430669211514802,COMPLETE
39,1168.5187281003261,0.004054258280445946,0.5064710318104684,rmse,0.15535370500245257,0.01492146036784344,0.021625161040163633,21,3,0.776267490621783,COMPLETE
40,1138.5533079313846,0.0013686203379278557,0.4280366158171328,rmse,0.05360727338303376,0.040439863854535664,0.016180888081854777,23,121,0.8523339445708612,COMPLETE
41,1137.448217455813,0.013711519420286308,0.5405289167561551,rmse,0.03132400485437594,0.010413900590679813,0.013127684745824141,16,251,0.892940002683025,COMPLETE
42,1137.7056683234944,0.0022022780631078286,0.5133715278611493,rmse,0.021525982423219257,0.011698168043265532,0.014483567853261306,13,274,0.8955122646908557,COMPLETE
43,1137.7770140858192,0.002696865969438262,0.5675138783409936,rmse,0.021664423631593297,0.011463330509847918,0.014776753471105616,13,282,0.8935422542018281,COMPLETE
44,1137.1655635124039,0.0021766851598358896,0.5128477158101039,rmse,0.022510659732354277,0.002358087099621395,0.026829394951639347,12,261,0.8883952225172314,COMPLETE
45,1138.0688489569686,0.001429475816136269,0.6004789336172195,rmse,0.05380878818609052,0.002106846868549398,0.02399021793329354,10,255,0.7942797431218961,COMPLETE
46,1137.3339998027332,0.006641233204629929,0.564005490288611,rmse,0.1325439630652518,0.002106297098651995,0.02958817002619189,11,240,0.8688382870328968,COMPLETE
47,1139.8764894017286,0.007252537985338296,0.5642408241511214,rmse,0.11000653285483929,0.0018485941924918279,0.027239605757555324,7,261,0.9510671665365232,COMPLETE
48,1139.308796017989,0.0010327924639255428,0.4513080192501526,rmse,0.001881236753171029,0.003027034970343644,0.03139785243799765,11,70,0.8817147043403161,COMPLETE
49,1138.6140346340437,0.0073775519465136535,0.6049491377707702,rmse,0.19149785426013077,0.00234903960261039,0.04026294438091392,12,212,0.9236902536561752,COMPLETE
50,1148.0379009170783,0.002864805911910436,0.6620951913361739,rmse,0.005454558310029423,0.001707578985625926,0.05319724226967154,14,233,0.8656256120955595,COMPLETE
51,1136.9766235850686,0.005307867998131411,0.4893999783800329,rmse,0.02972850624769629,0.0062427076823519485,0.01944168903958378,11,244,0.858671414575609,COMPLETE
52,1136.792677396469,0.0034687610382988236,0.48475095771043364,rmse,0.025506844914145073,0.00645110876070406,0.024660701670801036,10,283,0.9111106487436136,COMPLETE
53,1137.9973953516242,0.0036651144592170335,0.4907836159259222,rmse,0.03201013270531567,0.0013612551502704263,0.025591151880760284,9,286,0.9096573750026339,COMPLETE
54,1136.7543654286835,0.0017873300811104,0.39270434551190797,rmse,0.08196706079438001,0.00625653400904076,0.0329428462037771,10,287,0.9647911758402624,COMPLETE
55,1146.9732644257424,0.0018475071325949014,0.38633748632758025,rmse,0.06648276143311073,0.00646014990145908,0.0331981297477525,5,286,0.9619125403736033,COMPLETE
56,1140.5671739928598,0.0016403850098437056,0.39764039188152384,rmse,0.11075208319365713,0.0036593505966821954,0.03793643237185204,10,25,0.999857327007666,COMPLETE
57,1138.7649894299157,0.002161619159561597,0.47647684211293934,rmse,0.07729074139996722,0.0028647103987685376,0.029285427586945367,8,299,0.9261652050625752,COMPLETE
58,1139.1385340770908,0.005335747651359612,0.4487434015512984,rmse,0.3970851552874966,0.005198990517926976,0.02478929443176123,10,279,0.9668492535434686,COMPLETE
59,1137.0928806344964,0.002793553990198081,0.3468584257859981,rmse,0.006971743688905142,0.0016883215509169566,0.019583535731696456,11,264,0.9776298787112299,COMPLETE
60,1141.7274454188484,0.0037171251485319692,0.32537507999190407,rmse,0.007616948083683615,0.0013709924059736543,0.019254678072799243,8,263,0.9350928800016868,COMPLETE
61,1136.092790933268,0.002684823767556912,0.3718832787494478,rmse,0.01944623701813334,0.0022684918954452428,0.03200524518212303,11,289,0.9707571531778763,COMPLETE
62,1137.065555875305,0.0023434016831025803,0.35360561114770384,rmse,0.010335626511800087,0.003661980079427844,0.036793947832156365,12,295,0.9729566721724526,COMPLETE
63,1137.0704308195275,0.00230499801393347,0.34596362410954645,rmse,0.011398189910068827,0.006974035945497103,0.036951631291722596,12,296,0.9820054358492718,COMPLETE
64,1137.3980788366293,0.001225318134100951,0.3662527721693941,rmse,0.010067981192582036,0.007147547331018029,0.04406571553628815,9,291,0.9757877790614254,COMPLETE
65,1136.375662135088,0.0016289173254626671,0.3031675008673613,rmse,0.01109676424365781,0.004037876432874422,0.034761559371003004,11,294,0.9825530365548913,COMPLETE
66,1136.8264299940688,0.001602053116378453,0.31870951203694314,rmse,0.018184163247412788,0.0047358309876308876,0.03483032488453122,12,293,0.9943310828969695,COMPLETE
67,1144.4289077415526,0.0010210902210824949,0.30209063541731246,rmse,0.026553234467425677,0.0041866109264134775,0.06093254241014737,14,275,0.9530089814046432,COMPLETE
68,1137.0008210928845,0.0016741123605620522,0.40162856031251387,rmse,0.01687977730110698,0.005455146232693066,0.03279761409786525,10,289,0.9597329844990353,COMPLETE
69,1139.0596741387594,0.0018519823167167263,0.39105171234406744,rmse,0.017497512869962255,0.0052502376198632055,0.044815913139942716,7,289,0.9512471538117556,COMPLETE
70,1136.7869482929427,0.0015875241540772981,0.41619087681129785,rmse,0.01799355639918969,0.007697897132264373,0.03201768068523191,10,277,0.9912063012917665,COMPLETE
71,1137.5926220645433,0.0015393932183669996,0.41485971118115794,rmse,0.016944167948933952,0.005420157726659585,0.03623555185863495,10,275,0.9994224200547625,COMPLETE
72,1136.9379244736706,0.0013576470366863805,0.3720188484463896,rmse,0.013029576710981523,0.008588560571219787,0.03130325168138335,9,300,0.961966308258481,COMPLETE
73,1138.7939302280092,0.001287559190544901,0.3001867187543589,rmse,0.011679348802884213,0.008122015728096595,0.03215198229511574,8,300,0.9879297770379136,COMPLETE
74,1137.763129543265,0.003452561970011989,0.37024472326432767,rmse,0.02588580187088009,0.00810341851114659,0.04087282982585545,11,280,0.9368826700342964,COMPLETE
75,1141.5183721795288,0.0012551693173607607,0.42685897130676176,rmse,0.04199562309581031,0.013245073267849213,0.023932607928174917,7,266,0.9135237043184838,COMPLETE
76,1136.99956668332,0.0010017133911529726,0.37108907093431137,rmse,0.013272358908158156,0.003157384268589563,0.030836533560259165,9,272,0.9681019342885134,COMPLETE
77,1138.1752376735521,0.004148310354515108,0.3317050951896784,rmse,0.007876874799179234,0.009850159860281099,0.050056810744388294,11,282,0.9905658071563216,COMPLETE
78,1148.0825095483308,0.0031396929928881718,0.32053057193817935,rmse,0.03281980224876702,0.004326641636256899,0.02183719816223465,6,291,0.9466730358844488,COMPLETE
79,1137.2909148650122,0.0014935256774336683,0.4111168476458491,rmse,0.01284793279061216,0.018689728241630284,0.027392397068882992,9,269,0.9235365092477885,COMPLETE
80,1137.2648137453923,0.0018310903483046718,0.3809581744452131,rmse,0.01956594605753521,0.006436621038838548,0.03887627909651261,10,255,0.9632783042074715,COMPLETE
81,1136.876011810755,0.0011482457883576589,0.3734416439230764,rmse,0.013588167002417845,0.003154967675080012,0.028715567569612525,9,276,0.9760809335146066,COMPLETE
82,1136.4610035452904,0.002432287216426996,0.3555032395239608,rmse,0.0165208417020167,0.0027649988379075414,0.024093365060715143,12,284,0.9839404135627612,COMPLETE
83,1136.0372232559876,0.002576994111396734,0.3627621935039131,rmse,0.015875950018686868,0.0032884610531689535,0.029101572325923173,12,277,0.987617942374854,COMPLETE
84,1135.9621824743472,0.0030319907705132327,0.35353387853559926,rmse,0.019555501326614565,0.00264760438143008,0.02522541498569387,13,280,0.9899346116297112,COMPLETE
85,1136.5355980266602,0.002553499314480594,0.3509273989588506,rmse,0.018736309090414,0.0010046343584578985,0.024511567490161323,14,287,0.9961084759892146,COMPLETE
86,1136.0420677619345,0.0025936190734286418,0.348464122742667,rmse,0.009648340245136089,0.0011351087725282873,0.023464401299872664,14,283,0.985459910664074,COMPLETE
87,1136.2314830761225,0.002612925553251381,0.35083571477423936,rmse,0.0066050157620791096,0.0010759946751899543,0.01792225700256121,14,269,0.9863238797652895,COMPLETE
88,1135.9056654600363,0.002531931859464779,0.34813845764063317,rmse,0.005807759693924923,0.0010199336404846204,0.021710960878175516,14,256,0.9999587473809094,COMPLETE
89,1136.2870562395076,0.0026669191255393604,0.34996556560480574,rmse,0.006560431561473021,0.0011450127033292197,0.017413121748209626,14,256,0.9778611803426154,COMPLETE
90,1136.588817336507,0.004426016901228907,0.3439790013765808,rmse,0.0060712841672283715,0.0012409718319794948,0.01596528766416376,16,255,0.9395969593770201,COMPLETE
91,1135.8678627901195,0.002529942505770237,0.33584007836008695,rmse,0.00395917943332416,0.0010188544181584443,0.018833997708533928,14,268,0.9998870841474657,COMPLETE
92,1135.790151542711,0.0025823877112416084,0.33298031156837715,rmse,0.0037143037639699125,0.0015772610829789817,0.016955559796551077,14,248,0.9812593276526262,COMPLETE
93,1135.6039777748617,0.003044099888865488,0.3339131046866603,rmse,0.0036341173510831206,0.0011759637558883176,0.017611927330820003,15,235,0.9778434839491934,COMPLETE
94,1135.8086971483738,0.003064739858614529,0.33799418781158425,rmse,0.0036215665293105885,0.0014711320865389082,0.01769841143270127,14,237,0.9525380374269942,COMPLETE
95,1135.6439822616028,0.006154779322017396,0.33781189586819604,rmse,0.0043692655579076695,0.0013432627517019177,0.021285067940256572,15,232,0.9988802812654928,COMPLETE
96,1136.8181585605007,0.005935307888818034,0.32988295267162926,rmse,0.0036328743144636686,0.001517483842313628,0.013661211525558029,15,235,0.9527044063466497,COMPLETE
97,1135.9382970741674,0.004590434044108093,0.31499363866877467,rmse,0.004797862017720142,0.001885524082945984,0.020570324328891065,15,228,0.9438040810642446,COMPLETE
98,1135.4086836779738,0.004288808184666248,0.3351501323379017,rmse,0.004778885678700188,0.0015707511533241787,0.021588522971786497,15,216,0.9999671098351793,COMPLETE
99,1135.8165259367527,0.008702016405449752,0.31459739650373225,rmse,0.004896982347739241,0.001492867278027583,0.01999960715545806,15,215,0.9417726974098803,COMPLETE
100,1136.1187635898655,0.00824997595577488,0.3128160592126503,rmse,0.004395857133520975,0.0015512376494554215,0.01974574297790271,16,216,0.9332976588823321,COMPLETE
101,1135.437494731954,0.004597366652557679,0.33721395141267907,rmse,0.002791980683573949,0.0018894080453653883,0.021149453267932047,15,230,0.9986070169187252,COMPLETE
102,1136.2393769038554,0.004595739333875816,0.3274384864890733,rmse,0.002548131627582444,0.0018117243176630552,0.021327505688652753,15,227,0.9464117396346525,COMPLETE
103,1135.8696173210503,0.005817222421833599,0.33848069510720685,rmse,0.0032473240215929655,0.0013892079519742541,0.016276022102086972,15,206,0.9992223546639325,COMPLETE
104,1135.5932558730033,0.005857961980320913,0.33553190289158347,rmse,0.0030237099204569904,0.001969669586147786,0.015954001140015887,16,212,0.9978279342077395,COMPLETE
105,1135.4504749384187,0.006291427043727011,0.3333029336660375,rmse,0.003142587379385875,0.0013448987617084825,0.01670615178177249,16,185,0.9972845084432786,COMPLETE
106,1135.6521582276275,0.006018506196288708,0.33402366672845446,rmse,0.003323462245786846,0.00153262829790894,0.01683929369460213,17,186,0.9715563021182693,COMPLETE
107,1135.9356859571892,0.008415289937488848,0.3328174578090657,rmse,0.002153839082138572,0.0013388582736209075,0.014068207960715864,18,184,0.969618692953745,COMPLETE
