number,value,params_alpha,params_colsample_bytree,params_eval_metric,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_subsample,state
0,1148.3872106065762,0.0061418290716996685,0.429734329990048,rmse,0.017136153964730515,2.1035713975205543,0.00709147414366313,12,16,0.513129994496988,COMPLETE
1,2236.5306488871815,3.0755538195514815,0.7642136319663411,rmse,0.0029167788745958385,2.182807350651256,0.002023816624364165,23,115,0.5204540847528294,COMPLETE
2,1183.441715489368,0.0011835722353303831,0.5935834994411999,rmse,0.04944280261223965,0.0018060353734385417,0.02858530352218663,22,12,0.4483103586263192,COMPLETE
3,1152.3062853550025,0.0010449728673412539,0.63610661691588,rmse,0.04102120016114386,0.28341504131211076,0.006931594472333056,24,262,0.4729923118420526,COMPLETE
4,1185.626653255652,0.0034492072417812514,0.8605535305504737,rmse,8.841536242417723,5.6059231577483475,0.012688512852482136,5,281,0.41802683607704233,COMPLETE
5,1169.1351214877498,2.3910235816492382,0.36278884574333803,rmse,0.9703043141899157,0.0016049269719912904,0.03425913735249835,3,137,0.48925100524007775,COMPLETE
6,1137.0621594827767,0.020222839067591064,0.5671691926368914,rmse,0.20057543509341577,0.4973128365038106,0.01358918828583189,16,100,0.6492790962779712,COMPLETE
7,2806.7054996562565,0.0012658192044097257,0.7784256029090479,rmse,2.460758411708636,0.18086301977355204,0.0013956374086764969,21,296,0.8760896761761273,COMPLETE
8,2288.7276297285816,3.1980271328645564,0.5516123617214637,rmse,0.5553648191425453,0.018869788765126176,0.001963392933407809,19,213,0.991386648343601,COMPLETE
9,1196.2890133632477,0.8277047181246078,0.9417440740551466,rmse,0.77698975130754,0.844328502131256,0.004758586296701774,8,16,0.5249680298738941,COMPLETE
10,1165.7430602952347,0.04655515438159385,0.30930632411146053,rmse,0.26161095727414424,9.627911124328742,0.09560163024725699,16,98,0.6680286511751321,COMPLETE
11,1138.0713367137412,0.016455489894755256,0.4756509510690331,rmse,0.008368918073202995,0.9788687999225849,0.011480896101662934,12,68,0.6492410838277886,COMPLETE
12,1136.8815042950744,0.03326041710641655,0.48218541889514277,rmse,0.0035644993474340746,0.6179676292266604,0.015206185575122206,13,62,0.651533262440669,COMPLETE
13,1143.5468654119406,0.09089269362801189,0.5202552495325914,rmse,0.13397855284865173,0.049917681489501785,0.022707174955135488,16,63,0.7636827954467135,COMPLETE
14,1140.9057218794565,0.35593720870789686,0.4485895294439369,rmse,0.001743420231075831,0.3887616219175392,0.01742800567810524,9,188,0.6033546478707912,COMPLETE
15,1233.3641686605679,0.02529506363434701,0.6837254480937984,rmse,0.0013270481907786539,0.08835770843182988,0.003887631698032252,17,65,0.7388104968358225,COMPLETE
16,1143.3563929748811,0.17281702237851918,0.5389897417625746,rmse,0.006932951914003888,0.5132733995130213,0.03597936686093466,13,177,0.6000962033950401,COMPLETE
17,1138.537960294765,0.022129494490456907,0.6361526588221759,rmse,0.06765774496581439,1.6295284993688997,0.01547708031675448,9,91,0.7349183355533582,COMPLETE
18,1140.102011673414,0.09670811668081568,0.4037366020835285,rmse,0.022420640946464575,0.19011255438903765,0.009086908959911093,19,136,0.5895187875843138,COMPLETE
19,1162.061591758967,0.010652767310693017,0.4843714392604224,rmse,0.14165197604617263,3.6968610441383944,0.059908754343853315,14,43,0.806773984629223,COMPLETE
20,1136.9691699340353,0.04254080963577473,0.5670749945164205,rmse,0.003515226960346481,0.7201692080777462,0.022348870777075733,11,162,0.6848339957025531,COMPLETE
21,1137.232970182617,0.03518705344076741,0.5760368450151834,rmse,0.0037629600263733953,0.7761408794156957,0.02206567774176884,11,164,0.6751839204980667,COMPLETE
22,1137.875219690379,0.052189124522324826,0.5083017633213023,rmse,0.008775145033472632,0.4684125129202349,0.015954753822910603,15,219,0.7030366690775369,COMPLETE
23,1139.5101248433964,0.011327390706587377,0.5903097975890412,rmse,0.0012026775044613968,1.3059630644814437,0.009099609176119116,18,120,0.6348345548579265,COMPLETE
24,1145.5823236240722,0.16042765991082591,0.6885110363146313,rmse,0.020830485341163586,2.514720676783222,0.04508203419960419,10,96,0.5696334900478843,COMPLETE
25,1140.8015252616512,0.06857392449437079,0.4793911485774209,rmse,0.003141132491942072,0.5943821995058288,0.02012699868940353,7,42,0.6982230742342748,COMPLETE
26,1138.801111326147,0.03203344338893771,0.3990032844447775,rmse,0.0010170541220345594,0.18263370038891522,0.02500057104354907,14,147,0.6350611248559795,COMPLETE
27,1153.5297672569295,0.007112606353354011,0.5327613391349082,rmse,0.005937871563467594,1.0096755174752736,0.01376022631101816,6,203,0.5562704161066522,COMPLETE
28,1142.9260306846252,0.025577061686059385,0.604284102312021,rmse,0.012107552238399445,0.30771056242870737,0.011607097281785935,11,236,0.6208315014223668,COMPLETE
