number,value,params_alpha,params_colsample_bytree,params_eval_metric,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_subsample,state
16,1140.031186191617,0.034704058098438725,0.7045705829896565,rmse,0.00102553780892426,0.00527220204651355,0.010634477663397245,11,34,0.9249136698490282,COMPLETE
17,1171.5572984568569,0.07976615551453776,0.8630434197497625,rmse,0.13952305154271383,0.0010468012115504998,0.00346193830963516,16,108,0.6373174542545349,COMPLETE
18,1142.8588347283144,0.9443034918027731,0.3275332580716794,rmse,0.015634273952390438,0.007068588359567113,0.026421297310809774,6,57,0.8871641072890686,COMPLETE
19,1158.2791163870183,0.00944755545669782,0.414649889050301,rmse,0.7792055364922524,0.003227747133797466,0.0696397747126209,11,6,0.407350524662314,COMPLETE
20,1137.2293489623305,0.09465702066426862,0.3034406252486496,rmse,0.10732187026730623,0.012033590859766904,0.011724808866740362,18,105,0.9921922369245275,COMPLETE
21,1137.0216138830074,0.07309773613642527,0.30495238907129674,rmse,0.10824957341044528,0.013169953291886865,0.012097745657049205,17,105,0.9745845254173761,COMPLETE
22,1146.9267336443568,0.07750097513445471,0.4186555779513226,rmse,0.11412746749798561,0.012315346386403709,0.00554934470037261,17,107,0.9849974045106085,COMPLETE
23,1139.7644671053108,0.06598640297593565,0.3090496196466981,rmse,0.17452864977374924,0.016346134395147097,0.009019261933071902,18,175,0.9405240870124884,COMPLETE
24,1139.2823949167373,0.17539350475883378,0.3843515677656707,rmse,0.6094359001926666,0.19050604564927734,0.019919394596690877,13,116,0.99937727958072,COMPLETE
25,1159.784365932099,0.010049149841684138,0.6031572809355416,rmse,0.061605092081384726,0.007600203838558642,0.0041909646955029375,21,168,0.8861553101121031,COMPLETE
26,1142.7829277617088,0.043690488976997184,0.437120643126189,rmse,1.5896746531752337,0.033215428321574425,0.027905733434683357,16,86,0.7481994968100355,COMPLETE
27,1136.7007396687877,0.015745753480756138,0.3657732007482446,rmse,0.2795948741361293,0.0029034735083193724,0.014980472895296498,20,131,0.8462854948228506,COMPLETE
28,1137.203717133425,0.00519776204887012,0.5532911394504411,rmse,0.28884529106793727,0.0020173172043052457,0.015095620442822425,20,128,0.818112420539747,COMPLETE
29,1155.1012559984272,0.004506935732649832,0.6541916560652851,rmse,0.012541685660748574,0.0026514309630389092,0.03718451148425005,23,162,0.7776451592407434,COMPLETE
30,1144.1320278415367,0.014138471882169918,0.4509032023063416,rmse,0.6832883054114357,0.004035976696060108,0.007379357707642036,14,202,0.8478894027819096,COMPLETE
31,1136.7338609470944,0.0018865629004772373,0.35978494167741093,rmse,0.26943218519835893,0.0017851969490004153,0.015406392197523345,21,131,0.9071732768186501,COMPLETE
32,1138.9220979130125,0.0013006409000824851,0.3620115110619938,rmse,0.23071389740299952,0.0016227521056630602,0.02080388460578967,21,85,0.9077112636019177,COMPLETE
33,1138.8153898109085,0.0025347547860475085,0.5195928485571337,rmse,0.07776858112103437,0.0015261663987523328,0.015390561664342252,25,131,0.8578101047760787,COMPLETE
34,1152.9653155324668,0.016623640616942152,0.35291199154995817,rmse,0.03477047950052814,0.008427518451296072,0.04693201692285217,19,148,0.9099974314344974,COMPLETE
35,1142.048332693162,0.0068329769033468055,0.46241107700439954,rmse,1.4009263539797623,0.002892349051121093,0.022070080167610535,17,131,0.8466094206141683,COMPLETE
36,1138.857212252119,0.002895317645888265,0.348662902756727,rmse,0.46538242711230743,0.0035659828127213365,0.009768505322258415,22,91,0.9518353263145619,COMPLETE
37,1137.847108143355,0.021141202391911335,0.5288314263370862,rmse,0.02502568195720943,0.020820519123349448,0.01767862093683653,9,155,0.7900210957016007,COMPLETE
38,1422.0547348604653,0.047559255755625335,0.4009613856918891,rmse,1.0148564777555886,0.0422738214667349,0.0010125481820574373,13,123,0.8898820237919804,COMPLETE
39,1151.3884384791008,0.0020446390869852875,0.47076520614858036,rmse,0.15679148092393194,0.1459082774657522,0.0052289213701880105,20,187,0.837014860217254,COMPLETE
40,1153.9190096281104,0.010390025948486072,0.34978254635469563,rmse,2.1229810407731775,0.004764679997992888,0.007155251518899527,24,142,0.7036749168473134,COMPLETE
