number,value,params_alpha,params_colsample_bytree,params_eval_metric,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_subsample,state
86,1137.0424360037387,3.5142899576425646,0.38577358758650127,rmse,0.029817123750762325,0.02449006926549644,18,259,0.9215769089654573,COMPLETE
87,1137.3999259545847,8.596252033954324,0.6139085941003917,rmse,0.004767217133137291,0.028853181683489885,17,242,0.9840767206257841,COMPLETE
88,1135.9533762558856,5.155496412268435,0.5173262400783462,rmse,0.023279687671256367,0.01632185255238966,21,214,0.9660030020454032,COMPLETE
89,1136.2619650991796,2.6844130075861417,0.4847198725959559,rmse,0.05372997786337796,0.01602921741712013,15,212,0.9280832206182651,COMPLETE
90,1140.1649374117235,2.732407813904957,0.43297369727381146,rmse,0.027002153312324813,0.012197144007074532,21,220,0.666285571639374,COMPLETE
91,1136.2746748895593,5.532051021774126,0.5407110960478663,rmse,0.05237263307049552,0.016236344802327454,23,208,0.9556705122499529,COMPLETE
92,1136.4775985586023,6.298189541005422,0.4875018774088934,rmse,0.05167028154938684,0.015542639019014254,23,211,0.9250245233708556,COMPLETE
93,1136.6504834500743,6.697085367991089,0.4855106190689333,rmse,0.022218263056729557,0.016452209633701965,23,214,0.9270725479771027,COMPLETE
94,1136.4225121382558,4.334507847997627,0.5420852893743245,rmse,0.052349224662962594,0.016004816902456965,25,212,0.949292617543744,COMPLETE
95,1136.9630676246454,1.7365893016015237,0.5371960552310986,rmse,0.05476457054999767,0.015543974928003893,25,206,0.8828833142605836,COMPLETE
96,1138.7809781672568,4.119010855624467,0.4858255715820235,rmse,0.03355250434488868,0.01135465867843317,25,225,0.9225189396120904,COMPLETE
97,1145.642404995541,9.505663073800928,0.40785437146343306,rmse,0.047629662461261144,0.010091842456248166,24,200,0.9504421202735016,COMPLETE
98,1136.3386748328248,3.135272670989424,0.4631918040313662,rmse,0.0890167200383834,0.01738944712755192,23,185,0.9421967298050926,COMPLETE
99,1136.5023022016135,2.8646665577442443,0.4595290852151425,rmse,0.07769887007874186,0.017919236949863485,23,212,0.9108046080853298,COMPLETE
100,1138.3469653816453,7.050113135515358,0.5052304551307152,rmse,0.05943913011590142,0.013266305028008145,24,183,0.8992056324144385,COMPLETE
101,1136.7665506134326,4.282624837173903,0.3366629955704248,rmse,0.11515431166895315,0.016539454678359534,23,192,0.9352797347395069,COMPLETE
102,1136.195915422748,3.174339923726988,0.5411372785663299,rmse,0.04437083427952977,0.015082273329952652,22,223,0.9509028503163861,COMPLETE
103,1135.8431939463326,1.236278194259635,0.5410908764441729,rmse,0.08877086606584826,0.01572066552986473,21,222,0.9466967748880151,COMPLETE
104,1136.0430015285733,0.8832429914028537,0.542647068801187,rmse,0.0849250223217557,0.01791392618262865,21,222,0.9497011211932003,COMPLETE
105,1139.1688664820101,1.1046699318964655,0.5371684605746632,rmse,0.08614669896136407,0.009172877348707316,21,222,0.9499095993498576,COMPLETE
106,1135.5956616207563,2.1195154501787274,0.4408316790199052,rmse,0.04181905419278857,0.014412536120020131,22,203,0.9573497609584724,COMPLETE
107,1135.5412451156963,1.3843251642014909,0.47148337460443335,rmse,0.039821142245618446,0.014817559988541095,22,202,0.9439523642032273,COMPLETE
