iter	RMSE
297	0.1454970233
298	0.1454652465
299	0.1454109672
300	0.1453943227
301	0.1453713414
302	0.1453583873
303	0.1453342571
304	0.1453249697
305	0.1453009326
306	0.1452906136
307	0.1452687426
308	0.1452560085
309	0.1452225914
310	0.1452044336
311	0.1451850934
312	0.1451684879
313	0.1451274733
314	0.1451084997
315	0.1450752133
316	0.1450322888
317	0.1450005582
318	0.1449748407
319	0.1449312759
320	0.1449178021
321	0.1448874847
322	0.1448847709
323	0.1448593408
324	0.1448402331
325	0.1447985312
326	0.1447684473
327	0.1447549489
328	0.1447111376
329	0.1446780316
330	0.1446470911
331	0.1446079605
332	0.1445830408
333	0.1445459471
334	0.1445289821
335	0.1445077033
336	0.1444848914
337	0.1444734101
338	0.144434823
339	0.1444110613
340	0.1443874516
341	0.1443762655
342	0.1443424063
343	0.1443070825
344	0.1442897293
345	0.144277442
346	0.1442622897
347	0.1442237226
348	0.1442115146
349	0.1442075714
350	0.1441810178
351	0.1441686829
352	0.1441448286
353	0.1440996785
354	0.1440962764
355	0.1440709156
356	0.1440654199
357	0.1440361732
358	0.1440076915
359	0.1439898339
360	0.1439533985
361	0.1439297604
362	0.1438844286
363	0.1438545096
364	0.1438245987
365	0.1437987771
366	0.1437875612
367	0.1437523013
368	0.1437098684
369	0.1436872691
370	0.1436673759
371	0.14361624
372	0.1435845502
373	0.1435672949
374	0.1435403914
375	0.1435078989
376	0.1434834604
377	0.1434396129
378	0.1434080768
379	0.1433991273
380	0.1433625619
381	0.143352728
382	0.143338619
383	0.1433373295
384	0.1433086463
385	0.1433034515
386	0.1432719094
387	0.1432388561
388	0.1431955194
389	0.143165233
390	0.143148226
391	0.1431306932
392	0.1431152591
393	0.1430957795
394	0.1430932718
395	0.1430708568
396	0.1430302927
397	0.1430078429
398	0.1429775676
399	0.1429526767
400	0.1429365587
401	0.142905819
402	0.1428764687
403	0.1428658953
404	0.1428376889
405	0.1428182139
406	0.1427913375
407	0.142780132
408	0.1427560268
409	0.1427471562
410	0.1427213374
411	0.1427082917
412	0.1426958426
413	0.1426819814
414	0.1426529553
415	0.1426462165
416	0.1426291363
417	0.1426111634
418	0.1426089377
419	0.1425845113
420	0.1425711206
421	0.1425407991
422	0.1425093051
423	0.1424882981
424	0.1424715385
425	0.1424469309
426	0.1424196372
427	0.1424055726
428	0.142385667
429	0.1423819618
430	0.1423573283
431	0.1423271606
432	0.1423198133
433	0.1423156521
434	0.1422989677
435	0.1422695838
436	0.1422496605
437	0.1422265124
438	0.1421940552
439	0.1421841391
440	0.1421630863
441	0.1421249337
442	0.1421195024
443	0.14208513
444	0.1420614519
445	0.1420152323
446	0.141980828
447	0.1419567104
448	0.1419392581
449	0.1419090939
450	0.1418963087
451	0.1418734896
452	0.141843203
453	0.14180181
454	0.1417665668
455	0.1417463191
456	0.1417130781
457	0.141692275
458	0.1416586583
459	0.1416402446
460	0.1416172139
461	0.1415982248
462	0.141583772
463	0.1415671712
464	0.1415456668
465	0.1415250068
466	0.1414945433
467	0.1414672807
468	0.1414525999
469	0.1414389294
470	0.1414222676
471	0.141388227
472	0.1413582218
473	0.1413277854
474	0.141313273
475	0.1412802242
476	0.1412537446
477	0.1412205067
478	0.1412170372
479	0.1412078806
480	0.1411897534
481	0.1411865195
482	0.1411510803
483	0.1411470034
484	0.1411206109
485	0.1411101582
486	0.1410844
487	0.1410673975
488	0.1410415728
489	0.1410272799
490	0.141004711
491	0.140989616
492	0.1409727274
493	0.1409612669
494	0.1409350543
495	0.1409309973
496	0.1409261002
497	0.1409112147
498	0.1408875396
499	0.140871524
500	0.1408687527
501	0.1408662572
502	0.1408553438
503	0.1408498284
504	0.1408454407
505	0.1408412717
506	0.1408113238
507	0.1407862996
508	0.140774038
509	0.140761189
510	0.1407327509
511	0.1407025544
512	0.1406887385
513	0.1406579514
514	0.1406475559
515	0.1406143693
516	0.1405872005
517	0.1405509986
518	0.1405134611
519	0.1404882679
520	0.1404666235
521	0.1404545676
522	0.1404321431
523	0.1404012116
524	0.1403859206
525	0.140359813
526	0.1403319406
527	0.1403206242
528	0.1402918997
529	0.1402727894
530	0.1402419291
531	0.140216096
532	0.14020156
533	0.1401928209
534	0.1401601557
535	0.1401503369
536	0.1401281997
537	0.140110882
538	0.1401034219
539	0.1400839553
540	0.1400607568
541	0.1400415247
542	0.1400298283
543	0.1400048481
544	0.1399868148
545	0.1399761532
546	0.1399588279
547	0.1399471431
548	0.1399260545
549	0.139917894
550	0.1399142454
551	0.1398890903
552	0.139883494
553	0.1398586868
554	0.1398385635
555	0.1398082931
556	0.1397787121
557	0.1397718248
558	0.1397565508
559	0.1397473248
560	0.1397324712
561	0.1397141282
562	0.1396976867
563	0.1396658176
564	0.1396468105
565	0.1396193132
566	0.1395929638
567	0.139554968
568	0.1395272326
569	0.139505813
570	0.1394897019
571	0.1394720345
572	0.1394525107
573	0.1394304259
574	0.1394257033
575	0.1394074484
576	0.1393890703
577	0.1393678146
578	0.1393362513
579	0.1393126514
580	0.1392950229
581	0.1392862219
582	0.1392682812
583	0.1392458434
584	0.1392204568
585	0.1392175328
586	0.1392012833
587	0.1391725029
588	0.1391703547
589	0.1391429289
590	0.1391247564
591	0.1391057748
592	0.1390813229
593	0.1390627914
594	0.1390438858
595	0.1390133735
596	0.138985696
597	0.1389752067
598	0.1389494318
599	0.1389464659
600	0.138928756
601	0.1389196843
602	0.1389012556
603	0.138893424
604	0.1388757805
605	0.138847284
606	0.1388338156
607	0.1387984716
608	0.1387820109
609	0.1387599201
610	0.1387547243
611	0.1387439849
612	0.1387362434
613	0.1387070964
614	0.1386818987
615	0.1386797142
616	0.1386558264
617	0.1386433717
618	0.1386400915
619	0.1386290226
620	0.1386246098
621	0.1386163485
622	0.1385824559
623	0.1385553572
624	0.1385347422
625	0.138527742
626	0.13850764
627	0.1384835211
628	0.1384742616
629	0.1384527297
630	0.1384261379
631	0.1384135594
632	0.1383956196
633	0.1383714469
634	0.1383417803
635	0.1383303094
636	0.1383239374
637	0.1383135587
638	0.1382955796
639	0.1382805635
640	0.1382664022
641	0.1382586488
642	0.1382489027
643	0.1382269553
644	0.1382092347
645	0.1381969084
646	0.1381796939
647	0.1381491152
648	0.1381281844
649	0.1381047154
650	0.1380819356
651	0.1380555242
652	0.1380479128
653	0.1380330434
654	0.1380123863
655	0.1379975796
656	0.1379776502
657	0.1379604882
658	0.1379447722
659	0.137935649
660	0.1379065362
661	0.1378862053
662	0.1378685814
663	0.1378515182
664	0.1378217742
665	0.1378159727
666	0.1377994576
667	0.13778657
668	0.1377704321
669	0.1377640005
670	0.1377365602
671	0.1377240246
672	0.1377209663
673	0.1377165941
674	0.1376972714
675	0.137673056
676	0.1376443902
677	0.1376303757
678	0.137599159
679	0.1375934104
680	0.1375792758
681	0.1375595537
682	0.1375345354
683	0.1375195397
684	0.137505861
685	0.1374798877
686	0.1374505799
687	0.1374343942
688	0.1374035135
689	0.1373786857
690	0.1373666806
691	0.137346289
692	0.1373418848
693	0.1373362488
694	0.137335719
695	0.1373227207
696	0.1372967669
697	0.1372738944
698	0.1372527753
699	0.1372329273
700	0.1371934398
701	0.1371703009
702	0.1371495893
703	0.1371189116
704	0.1371039733
705	0.1370835057
706	0.1370744611
707	0.1370613965
708	0.1370589618
709	0.1370388693
710	0.1370225155
711	0.1370061458
712	0.1369883713
713	0.1369721687
714	0.1369367158
715	0.1369302138
716	0.136911676
717	0.1369002756
718	0.1368740931
719	0.136855261
720	0.1368367159
721	0.1368141599
722	0.1368129978
723	0.1368036167
724	0.1367905776
725	0.1367731758
726	0.1367523019
727	0.1367273522
728	0.1367150943
729	0.136700379
730	0.1366798933
731	0.1366719729
732	0.1366427971
733	0.1366321585
734	0.1366069463
735	0.1365928044
736	0.1365761307
737	0.136571347
738	0.1365578105
739	0.1365484098
740	0.136536096
741	0.136513055
742	0.136474072
743	0.1364418403
744	0.1364193565
745	0.1363944024
746	0.1363779673
747	0.1363630032
748	0.1363383449
749	0.1363124045
750	0.136306632
751	0.1362893891
752	0.1362612515
753	0.1362515193
754	0.1362307642
755	0.1362185921
756	0.1362100991
757	0.1361696289
758	0.1361513165
759	0.1361331039
760	0.1361123293
761	0.1360970558
762	0.1360755604
763	0.1360663318
764	0.1360572271
765	0.1360351255
766	0.1360217179
767	0.1360054063
768	0.1359974307
769	0.1359555699
770	0.1359341728
771	0.1359141752
772	0.135891244
773	0.1358882587
774	0.1358866382
775	0.1358699194
776	0.1358556419
777	0.1358389021
778	0.1358161649
779	0.1357921803
780	0.1357755796
781	0.1357583187
782	0.135749269
783	0.1357333016
784	0.1357190791
785	0.1356919425
786	0.1356845203
787	0.135658428
788	0.1356416828
789	0.1356048857
790	0.1355954719
791	0.1355800549
792	0.1355713198
793	0.1355695608
794	0.1355351471
795	0.1355267575
796	0.135511997
797	0.1354930949
798	0.135481405
799	0.1354745157
800	0.1354524374
801	0.1354269302
802	0.1353903355
803	0.1353700987
804	0.1353674822
805	0.1353459893
806	0.1353096701
807	0.1352908886
808	0.1352826341
809	0.1352658322
810	0.1352479233
811	0.1352322613
812	0.1352094061
813	0.13520385
814	0.1351942956
815	0.1351697218
816	0.1351492024
817	0.1351293277
818	0.1351212995
819	0.1351053686
820	0.1350994525
821	0.135078469
822	0.1350701622
823	0.1350470826
824	0.1350292015
825	0.135024388
826	0.1350164299
827	0.1349991876
828	0.1349867483
829	0.134974668
830	0.1349587991
831	0.1349382764
832	0.1349232318
833	0.1349005045
834	0.1348778987
835	0.1348544667
836	0.1348514058
837	0.134838127
838	0.1348262444
839	0.1348212855
840	0.1348021999
841	0.1347923601
842	0.1347748087
843	0.1347463551
844	0.1347266172
845	0.1347121063
846	0.1346960881
847	0.1346751803
848	0.1346540063
849	0.1346431114
850	0.1346042423
851	0.1345889118
852	0.1345565946
853	0.134545308
854	0.1345180284
855	0.1344971842
856	0.1344653004
857	0.1344459304
858	0.1344304254
859	0.1344207955
860	0.1344075891
861	0.1343896567
862	0.1343504922
863	0.1343452971
864	0.1343169699
865	0.1343067703
866	0.1342802621
867	0.1342616878
868	0.1342556962
869	0.1342470035
870	0.1342323129
871	0.1342157788
872	0.1342044831
873	0.1341958424
874	0.1341807603
875	0.134139401
876	0.1341260269
877	0.1341100748
878	0.1340948139
879	0.1340825664
880	0.1340513177
881	0.1340417198
882	0.1340323754
883	0.1340076633
884	0.1339805832
885	0.1339758377
886	0.1339600637
887	0.1339294957
888	0.133920608
889	0.1339016894
890	0.1338827514
891	0.1338541409
892	0.1338420343
893	0.1338267233
894	0.1338153391
895	0.1338087252
896	0.133787911
897	0.1337576669
898	0.1337524798
899	0.1337320224
900	0.1337289839
901	0.1337017971
902	0.1336779235
903	0.1336607895
904	0.1336477018
905	0.1336447375
906	0.1336359295
907	0.133610475
908	0.1335938181
909	0.1335782435
910	0.1335703953
911	0.1335570647
912	0.1335363176
913	0.1335267343
914	0.133513279
915	0.1335049313
916	0.1334847683
917	0.1334795168
918	0.1334678553
919	0.1334574154
920	0.1334425073
921	0.1334270559
922	0.1334104235
923	0.1334058781
924	0.1333970835
925	0.1333742299
926	0.1333485626
927	0.1333344142
928	0.1333174622
929	0.1333010455
930	0.1332977085
931	0.1332888637
932	0.1332674528
933	0.1332417119
934	0.1332086425
935	0.1331946182
936	0.1331742316
937	0.1331512994
938	0.1331309814
939	0.1331136341
940	0.1330939527
941	0.1330804446
942	0.1330731082
943	0.1330543408
944	0.1330356198
945	0.1330136798
946	0.1329964075
947	0.1329792485
948	0.1329591212
949	0.1329537317
950	0.1329395142
951	0.1329192959
952	0.1328791523
953	0.1328645785
954	0.1328587484
955	0.1328429542
956	0.1328226617
957	0.1328011443
958	0.1327829111
959	0.1327714111
960	0.1327596431
961	0.1327391811
962	0.1327081733
963	0.1326825849
964	0.1326667046
965	0.1326547566
966	0.1326377044
967	0.1326087675
968	0.1325760842
969	0.1325718904
970	0.1325570432
971	0.1325517592
972	0.1325364905
973	0.1325097287
974	0.1324968153
975	0.1324776373
976	0.1324611077
977	0.132450103
978	0.132439698
979	0.132429814
980	0.1324163931
981	0.1323926712
982	0.1323711432
983	0.1323626787
984	0.1323586176
985	0.1323314227
986	0.1323189324
987	0.1323166116
988	0.1322967137
989	0.1322782361
990	0.1322436188
991	0.1322404175
992	0.1322377604
993	0.1322206077
994	0.132205504
995	0.1321842444
996	0.1321698375
997	0.1321471469
998	0.132133198
999	0.1321085169
