iter	Logloss
429	0.4878255859
430	0.4875041016
431	0.4871789062
432	0.4869223633
433	0.4866552734
434	0.4864046875
435	0.4861001953
436	0.485828125
437	0.4856205566
438	0.4853848633
439	0.4851658203
440	0.4848851563
441	0.4846788574
442	0.4844035156
443	0.4841342285
444	0.4838746094
445	0.483583252
446	0.4834048828
447	0.4831388184
448	0.4828636719
449	0.4826666016
450	0.4823480957
451	0.4821524902
452	0.4819825195
453	0.4816942383
454	0.4813913086
455	0.481103125
456	0.4807838867
457	0.4806054687
458	0.4804269043
459	0.4802253418
460	0.4799756836
461	0.479788623
462	0.4796077148
463	0.4793825195
464	0.4791475098
465	0.4789410156
466	0.478831543
467	0.4786915527
468	0.4783382812
469	0.4781707031
470	0.4778815918
471	0.4776785156
472	0.4774638672
473	0.4772631836
474	0.4770767578
475	0.4767943848
476	0.4764961914
477	0.4763071777
478	0.4760113281
479	0.4757958008
480	0.4755714844
481	0.4753797363
482	0.4751922852
483	0.4749242188
484	0.4746790039
485	0.4744520996
486	0.4741625977
487	0.4738038086
488	0.4736245117
489	0.4733916016
490	0.4731651367
491	0.4729474121
492	0.4726684082
493	0.4723174805
494	0.4720628906
495	0.4718049316
496	0.4715730469
497	0.4712409668
498	0.4710078125
499	0.4707530273
500	0.4705453125
501	0.4702964355
502	0.4700058105
503	0.4696787109
504	0.4694269043
505	0.4692110352
506	0.4689774414
507	0.4687438477
508	0.4684803223
509	0.4682640625
510	0.468053418
511	0.4677888672
512	0.4676294922
513	0.4674249023
514	0.4672204102
515	0.4669973633
516	0.4668016113
517	0.4665611816
518	0.466380127
519	0.4662035156
520	0.4659617187
521	0.4657437988
522	0.4654541016
523	0.4652318359
524	0.4650484375
525	0.4647037109
526	0.4645006836
527	0.4642847656
528	0.4640526855
529	0.4638325195
530	0.4636484863
531	0.4634456055
532	0.4632524902
533	0.463084082
534	0.4628450684
535	0.4626447266
536	0.4623780273
537	0.4620733398
538	0.4618361328
539	0.4616875
540	0.4614862305
541	0.4612927734
542	0.4610900391
543	0.4608366211
544	0.4606345703
545	0.4603277344
546	0.4601333008
547	0.459969873
548	0.4597724609
549	0.4595663086
550	0.4592919922
551	0.4590007812
552	0.458751416
553	0.4585487305
554	0.458310498
555	0.4579939941
556	0.4578016602
557	0.4575318359
558	0.4573119141
559	0.4571277344
560	0.4568916016
561	0.4566895508
562	0.456435791
563	0.4561714355
564	0.456020459
565	0.4558475586
566	0.4555816406
567	0.4554180664
568	0.4551954102
569	0.455020459
570	0.4548149414
571	0.4546464844
572	0.4543621094
573	0.4541349609
574	0.4538866211
575	0.4537626953
576	0.4536266602
577	0.4533853516
578	0.4532791016
579	0.4531013672
580	0.4529391113
581	0.4527858887
582	0.4525655273
583	0.4522956543
584	0.4520696289
585	0.4518431641
586	0.4516681152
587	0.4513783203
588	0.4511913086
589	0.4510088867
590	0.4508476563
591	0.4506748047
592	0.4503855469
593	0.4502192871
594	0.4500266113
595	0.4498402832
596	0.4496094727
597	0.4493445801
598	0.4491519531
599	0.4488289062
600	0.448584668
601	0.4483813477
602	0.448184668
603	0.4479876953
604	0.447696582
605	0.447509082
606	0.4473008789
607	0.4470849609
608	0.4468422852
609	0.4465882812
610	0.4464074219
611	0.4462663086
612	0.4460278809
613	0.4458219727
614	0.4456137207
615	0.4454527344
616	0.445271582
617	0.4450854492
618	0.444866748
619	0.4445836426
620	0.4444498047
621	0.4442733398
622	0.4441065918
623	0.4438624023
624	0.4436989258
625	0.4435174316
626	0.4432201172
627	0.4429584961
628	0.4427754883
629	0.4425854004
630	0.44230625
631	0.4421302734
632	0.4418779785
633	0.4417469727
634	0.441515625
635	0.4413823242
636	0.4411242188
637	0.4409240723
638	0.440777002
639	0.44053125
640	0.4403030273
641	0.4401083008
642	0.4399253418
643	0.4397373047
644	0.4395686035
645	0.4393075195
646	0.4390956055
647	0.438844043
648	0.4386553711
649	0.4384446289
650	0.4381681152
651	0.4379335938
652	0.4377241699
653	0.4375071777
654	0.4373560547
655	0.4371359375
656	0.4369666992
657	0.4368206543
658	0.4366174805
659	0.4363049316
660	0.4361446289
661	0.4359487305
662	0.4357288086
663	0.4355760254
664	0.4353868652
665	0.4351554687
666	0.4349797852
667	0.4347175781
668	0.4344570801
669	0.4342712891
670	0.4339865234
671	0.4338132324
672	0.4335386719
673	0.4333740234
674	0.4331778809
675	0.4330097656
676	0.43280625
677	0.4326316406
678	0.4322995605
679	0.4320587891
680	0.4318643555
681	0.431677002
682	0.4315179687
683	0.431287207
684	0.4310849609
685	0.4309228516
686	0.4307355957
687	0.4304898437
688	0.4302734375
689	0.4301163086
690	0.4298833984
691	0.4296676758
692	0.4294979492
693	0.4292921875
694	0.4291020508
695	0.4289450195
696	0.4287603516
697	0.4285637207
698	0.4283463867
699	0.4282384277
700	0.4280392578
701	0.4277953125
702	0.4276594238
703	0.4274584961
704	0.4272763672
705	0.4270848145
706	0.4269261719
707	0.4267379883
708	0.4265787598
709	0.4264376953
710	0.4262421387
711	0.4260089844
712	0.425838623
713	0.4256135742
714	0.4254054688
715	0.4252395508
716	0.4250726563
717	0.4248767578
718	0.424707666
719	0.4245664062
720	0.4244472656
721	0.4242931641
722	0.4240591797
723	0.4238336426
724	0.4236353516
725	0.4233921875
726	0.4231855957
727	0.4229479492
728	0.4227903809
729	0.4226274902
730	0.4224456543
731	0.4222632813
732	0.4220000488
733	0.421768457
734	0.4215333008
735	0.4213784668
736	0.421206543
737	0.4209960938
738	0.420818457
739	0.4205873535
740	0.4203788086
741	0.4202096191
742	0.4200625
743	0.4199263672
744	0.4197500488
745	0.4195945313
746	0.4194283203
747	0.4192064453
748	0.4190253906
749	0.4188704102
750	0.4187164063
751	0.4184625977
752	0.4182720215
753	0.4180254395
754	0.4178051758
755	0.4176200195
756	0.4174290039
757	0.4171976562
758	0.4170303711
759	0.4168556152
760	0.4166821289
761	0.4165022461
762	0.416368457
763	0.4162173828
764	0.4160512695
765	0.415840918
766	0.4156348633
767	0.415482959
768	0.4152726562
769	0.4150808594
770	0.4149205566
771	0.4147395996
772	0.4146029297
773	0.4144708008
774	0.4142946289
775	0.4141623047
776	0.4140102051
777	0.4138008789
778	0.4136053711
779	0.4134211426
780	0.4132736816
781	0.4130805176
782	0.4128918945
783	0.4127072266
784	0.412503418
785	0.4123165527
786	0.4121188477
787	0.4119075195
788	0.4117237305
789	0.4115885742
790	0.411422168
791	0.4111900879
792	0.4109681641
793	0.4108301758
794	0.4106801758
795	0.4104957031
796	0.410320459
797	0.4101584473
798	0.4100075684
799	0.4098746094
800	0.409675293
801	0.4095023926
802	0.4092551758
803	0.4089921143
804	0.4088472168
805	0.4086929932
806	0.4085397461
807	0.4083623047
808	0.4081217041
809	0.4079838867
810	0.4078231934
811	0.4076993652
812	0.4075248047
813	0.4073044189
814	0.4071478027
815	0.4070277832
816	0.4068981445
817	0.4067626953
818	0.4065824463
819	0.4063797852
820	0.4062381348
821	0.4060678711
822	0.405871875
823	0.4057081787
824	0.4055301514
825	0.4053637695
826	0.4051379883
827	0.4049133789
828	0.4047399414
829	0.4045623535
830	0.4043903809
831	0.4042303223
832	0.4040775879
833	0.403901709
834	0.403763623
835	0.4035391113
836	0.4033730225
837	0.403126001
838	0.4029082031
839	0.4027202637
840	0.4024882324
841	0.402304834
842	0.4020747559
843	0.4018787598
844	0.4017255127
845	0.4015651855
846	0.401417041
847	0.4012855957
848	0.4011388428
849	0.4009952148
850	0.4008205566
851	0.400685498
852	0.4004015137
853	0.4001999023
854	0.4000757568
855	0.3999256836
856	0.3997305908
857	0.3996071289
858	0.3994800049
859	0.3992506836
860	0.3991273437
861	0.3989565186
862	0.3987371338
863	0.3986333984
864	0.3984411377
865	0.3982758789
866	0.3980841064
867	0.3979218506
868	0.397709375
869	0.3975057129
870	0.3973583252
871	0.3971726562
872	0.3969722656
873	0.3968256348
874	0.39666875
875	0.396521875
876	0.3963962402
877	0.3961940674
878	0.3960212891
879	0.3958581543
880	0.3956521973
881	0.3954911133
882	0.395334082
883	0.3951266113
884	0.3949222168
885	0.3947531006
886	0.3946200928
887	0.3944411865
888	0.3942774902
889	0.3940932129
890	0.3938787598
891	0.3936907959
892	0.3935289551
893	0.3933505127
894	0.3931556396
895	0.3929442383
896	0.3927566406
897	0.3925128418
898	0.3923199707
899	0.3920746826
900	0.3919337402
901	0.3917874756
902	0.3916010254
903	0.3914142578
904	0.3912383057
905	0.3911192871
906	0.3909739258
907	0.3908250977
908	0.3906580078
909	0.3904817139
910	0.3903071289
911	0.390152832
912	0.3899785156
913	0.389836499
914	0.3897030762
915	0.3895371094
916	0.3894140137
917	0.3892583008
918	0.3891216309
919	0.3889199707
920	0.3887347168
921	0.3885844482
922	0.3884161133
923	0.3882522461
924	0.388037207
925	0.3878799316
926	0.3876715576
927	0.3875387451
928	0.3873663574
929	0.3871774414
930	0.3870569824
931	0.3869041992
932	0.3867243164
933	0.3866134766
934	0.3864677002
935	0.3863320068
936	0.3861023926
937	0.3859126709
938	0.3857861816
939	0.3856489258
940	0.385491748
941	0.3853564941
942	0.385217627
943	0.3851019531
944	0.3849144531
945	0.3847507324
946	0.3845191895
947	0.384358667
948	0.3841210205
949	0.3839845215
950	0.3838018555
951	0.3836438721
952	0.3835207031
953	0.3833598389
954	0.3831645508
955	0.3829960449
956	0.3828198975
957	0.3826257324
958	0.3824590332
959	0.3823157227
960	0.3821315918
961	0.3819520996
962	0.3817748535
963	0.3815875244
964	0.3814434082
965	0.3812653809
966	0.3810517578
967	0.3808863281
968	0.3807372559
969	0.3806219727
970	0.380413916
971	0.3802582031
972	0.380095166
973	0.3799892822
974	0.3798553711
975	0.3796874023
976	0.3795668457
977	0.3794316895
978	0.3792839844
979	0.3791188477
980	0.3789894531
981	0.3788807617
982	0.3786612793
983	0.3785493164
984	0.3783325684
985	0.3781416992
986	0.3780112061
987	0.3778345703
988	0.3776380371
989	0.3774149414
990	0.3772595459
991	0.3771207764
992	0.377013623
993	0.3768329102
994	0.3766823242
995	0.3765343506
996	0.3764059082
997	0.3762283203
998	0.3760674072
999	0.3758946777
