iter	Passed	Remaining
601	2433	1608
602	2437	1604
603	2441	1600
604	2445	1596
605	2449	1592
606	2452	1588
607	2456	1584
608	2461	1580
609	2464	1575
610	2468	1571
611	2472	1567
612	2476	1563
613	2480	1559
614	2484	1555
615	2488	1551
616	2492	1547
617	2496	1542
618	2500	1538
619	2504	1534
620	2508	1530
621	2512	1526
622	2516	1522
623	2520	1518
624	2524	1514
625	2527	1510
626	2532	1506
627	2536	1502
628	2540	1498
629	2544	1494
630	2548	1490
631	2552	1486
632	2556	1482
633	2560	1478
634	2564	1474
635	2568	1470
636	2572	1466
637	2576	1462
638	2581	1458
639	2585	1454
640	2589	1450
641	2594	1446
642	2597	1442
643	2601	1438
644	2605	1434
645	2610	1430
646	2614	1426
647	2618	1422
648	2622	1418
649	2626	1414
650	2630	1410
651	2634	1406
652	2638	1402
653	2642	1397
654	2646	1393
655	2650	1389
656	2654	1385
657	2658	1381
658	2662	1377
659	2666	1373
660	2670	1369
661	2674	1365
662	2678	1361
663	2681	1357
664	2685	1353
665	2689	1349
666	2693	1344
667	2697	1340
668	2701	1336
669	2705	1332
670	2709	1328
671	2713	1324
672	2717	1320
673	2721	1316
674	2725	1312
675	2729	1308
676	2733	1304
677	2737	1300
678	2741	1296
679	2745	1291
680	2749	1287
681	2753	1283
682	2757	1279
683	2760	1275
684	2764	1271
685	2768	1267
686	2772	1263
687	2776	1259
688	2780	1255
689	2784	1250
690	2788	1246
691	2792	1242
692	2796	1238
693	2800	1234
694	2804	1230
695	2808	1226
696	2812	1222
697	2817	1219
698	2822	1215
699	2826	1211
700	2830	1207
701	2834	1203
702	2838	1199
703	2842	1195
704	2846	1191
705	2850	1187
706	2854	1182
707	2858	1178
708	2862	1174
709	2866	1170
710	2870	1166
711	2874	1162
712	2878	1158
713	2882	1154
714	2886	1150
715	2890	1146
716	2894	1142
717	2898	1138
718	2902	1134
719	2906	1130
720	2910	1126
721	2913	1121
722	2918	1117
723	2922	1114
724	2926	1109
725	2930	1105
726	2934	1101
727	2938	1097
728	2941	1093
729	2945	1089
730	2949	1085
731	2953	1081
732	2957	1077
733	2961	1073
734	2965	1069
735	2969	1065
736	2973	1061
737	2977	1057
738	2981	1053
739	2986	1049
740	2989	1045
741	2993	1041
742	2997	1036
743	3001	1032
744	3005	1028
745	3009	1024
746	3013	1020
747	3017	1016
748	3021	1012
749	3025	1008
750	3029	1004
751	3033	1000
752	3037	996
753	3041	992
754	3045	988
755	3049	984
756	3053	980
757	3057	976
758	3061	972
759	3065	968
760	3069	963
761	3073	960
762	3077	955
763	3081	951
764	3084	947
765	3088	943
766	3092	939
767	3096	935
768	3100	931
769	3103	927
770	3107	923
771	3112	919
772	3115	915
773	3119	910
774	3123	906
775	3127	902
776	3131	898
777	3135	894
778	3139	890
779	3143	886
780	3146	882
781	3150	878
782	3154	874
783	3158	870
784	3162	866
785	3166	862
786	3170	858
787	3174	854
788	3178	850
789	3182	846
790	3187	842
791	3191	838
792	3195	834
793	3199	830
794	3203	826
795	3208	822
796	3212	818
797	3216	814
798	3220	810
799	3225	806
800	3228	802
801	3232	798
802	3236	794
803	3240	790
804	3244	785
805	3248	781
806	3252	777
807	3255	773
808	3259	769
809	3263	765
810	3267	761
811	3271	757
812	3275	753
813	3279	749
814	3282	745
815	3286	741
816	3290	737
817	3294	732
818	3298	728
819	3302	724
820	3305	720
821	3309	716
822	3313	712
823	3317	708
824	3321	704
825	3325	700
826	3329	696
827	3333	692
828	3337	688
829	3340	684
830	3344	680
831	3348	676
832	3352	672
833	3356	668
834	3360	664
835	3364	660
836	3368	655
837	3372	651
838	3376	647
839	3380	643
840	3384	639
841	3388	635
842	3393	631
843	3396	627
844	3400	623
845	3404	619
846	3409	615
847	3412	611
848	3416	607
849	3421	603
850	3425	599
851	3429	595
852	3433	591
853	3438	587
854	3442	583
855	3446	579
856	3450	575
857	3454	571
858	3458	567
859	3462	563
860	3465	559
861	3469	555
862	3473	551
863	3476	547
864	3480	543
865	3484	539
866	3488	535
867	3492	531
868	3496	527
869	3500	523
870	3504	519
871	3508	515
872	3512	510
873	3516	506
874	3520	502
875	3524	498
876	3528	494
877	3532	490
878	3536	486
879	3540	482
880	3544	478
881	3548	474
882	3552	470
883	3556	466
884	3560	462
885	3564	458
886	3568	454
887	3572	450
888	3576	446
889	3581	442
890	3587	438
891	3591	434
892	3594	430
893	3598	426
894	3603	422
895	3607	418
896	3611	414
897	3615	410
898	3619	406
899	3623	402
900	3627	398
901	3631	394
902	3635	390
903	3639	386
904	3643	382
905	3647	378
906	3651	374
907	3655	370
908	3659	366
909	3663	362
910	3667	358
911	3671	354
912	3675	350
913	3679	346
914	3683	342
915	3686	338
916	3690	334
917	3694	330
918	3698	325
919	3702	321
920	3706	317
921	3710	313
922	3714	309
923	3718	305
924	3722	301
925	3726	297
926	3730	293
927	3734	289
928	3738	285
929	3742	281
930	3746	277
931	3750	273
932	3754	269
933	3758	265
934	3762	261
935	3766	257
936	3770	253
937	3774	249
938	3778	245
939	3782	241
940	3786	237
941	3790	233
942	3794	229
943	3798	225
944	3802	221
945	3807	217
946	3811	213
947	3815	209
948	3819	205
949	3823	201
950	3827	197
951	3831	193
952	3834	189
953	3838	185
954	3842	181
955	3846	177
956	3850	173
957	3854	168
958	3858	164
959	3862	160
960	3866	156
961	3870	152
962	3874	148
963	3878	144
964	3881	140
965	3885	136
966	3889	132
967	3893	128
968	3896	124
969	3900	120
970	3905	116
971	3909	112
972	3913	108
973	3916	104
974	3920	100
975	3924	96
976	3928	92
977	3932	88
978	3936	84
979	3939	80
980	3943	76
981	3947	72
982	3951	68
983	3955	64
984	3959	60
985	3963	56
986	3966	52
987	3970	48
988	3974	44
989	3978	40
990	3983	36
991	3987	32
992	3991	28
993	3995	24
994	3999	20
995	4002	16
996	4006	12
997	4011	8
998	4015	4
999	4018	0
