iter	Logloss
112	0.1500144992
113	0.1499943159
114	0.1499753511
115	0.1499575793
116	0.1499323856
117	0.1499008984
118	0.1498794388
119	0.1498596987
120	0.1498378114
121	0.1498056771
122	0.1497902106
123	0.1497693831
124	0.1497575402
125	0.1497186181
126	0.149698867
127	0.1496768327
128	0.1496622272
129	0.1496352848
130	0.1496138387
131	0.1495878638
132	0.1495612459
133	0.1495534933
134	0.1495247227
135	0.1494963428
136	0.14947347
137	0.1494530322
138	0.1494315606
139	0.1494099291
140	0.1493821573
141	0.1493597078
142	0.1493489009
143	0.149334125
144	0.1493284148
145	0.1493057689
146	0.1492822135
147	0.1492650862
148	0.1492529746
149	0.1492315666
150	0.1492094456
151	0.1491875392
152	0.1491607068
153	0.1491435775
154	0.1491245666
155	0.1491068151
156	0.1490883375
157	0.1490681777
158	0.1490509483
159	0.1490203208
160	0.1490012343
161	0.1489834001
162	0.1489634364
163	0.1489442682
164	0.1489315215
165	0.1489140961
166	0.1488870906
167	0.1488730465
168	0.148856973
169	0.1488358639
170	0.1488190525
171	0.1488058006
172	0.148787144
173	0.148771265
174	0.1487580661
175	0.1487355932
176	0.1487170374
177	0.1486953798
178	0.1486702929
179	0.1486404969
180	0.1486269175
181	0.1486118707
182	0.1485784976
183	0.1485658124
184	0.1485384726
185	0.1485274963
186	0.1485105219
187	0.1484920922
188	0.1484750928
189	0.1484614484
190	0.1484532317
191	0.1484409306
192	0.1484211515
193	0.1484018757
194	0.1483922745
195	0.1483709137
196	0.1483513096
197	0.1483350771
198	0.1483114031
199	0.148294996
200	0.1482773722
201	0.1482518382
202	0.1482496701
203	0.1482341299
204	0.1482114935
205	0.148187235
206	0.148175334
207	0.1481522343
208	0.1481292665
209	0.148102821
210	0.1480796068
211	0.1480595267
212	0.14804554
213	0.148021475
214	0.1480133272
215	0.1479988956
216	0.1479729164
217	0.1479485808
218	0.1479280432
219	0.1479049834
220	0.1478822538
221	0.1478695318
222	0.147845777
223	0.1478295535
224	0.1478025745
225	0.1477873107
226	0.1477613924
227	0.1477487288
228	0.1477305095
229	0.1477199522
230	0.1477096704
231	0.1476867897
232	0.1476687917
233	0.1476530517
234	0.1476367822
235	0.1476154483
236	0.1475944001
237	0.1475729293
238	0.1475587081
239	0.1475390149
240	0.1475282522
241	0.1475176019
242	0.1474972761
243	0.1474763908
244	0.1474654944
245	0.1474461008
246	0.1474344383
247	0.147415418
248	0.1473946903
249	0.1473737542
250	0.147354378
251	0.1473341277
252	0.1473182563
253	0.1472941183
254	0.1472723979
255	0.1472494976
256	0.1472167585
257	0.1471909724
258	0.147182975
259	0.1471678262
260	0.1471509357
261	0.1471298318
262	0.1471051684
263	0.1470888566
264	0.1470663402
265	0.1470509299
266	0.1470319241
267	0.1470214161
268	0.1470039826
269	0.1469815998
270	0.1469563074
271	0.1469447763
272	0.1469183438
273	0.1468981022
274	0.1468866265
275	0.1468609017
276	0.1468435819
277	0.1468327594
278	0.1468187723
279	0.1467970965
280	0.1467740256
281	0.1467548828
282	0.1467317646
283	0.1467052464
284	0.1466911695
285	0.1466760217
286	0.1466516927
287	0.1466271868
288	0.1466073411
289	0.1465882233
290	0.1465826877
291	0.1465701031
292	0.1465571171
293	0.1465464591
294	0.1465251941
295	0.1465196383
296	0.1465058523
297	0.1464883585
298	0.1464785156
299	0.1464615278
300	0.1464383164
301	0.1464233878
302	0.1464213302
303	0.1464016475
304	0.1463804956
305	0.1463598571
306	0.1463488405
307	0.146325619
308	0.1463113757
309	0.1462927878
310	0.1462740002
311	0.1462508595
312	0.1462255421
313	0.1462087019
314	0.146193933
315	0.1461747876
316	0.1461497944
317	0.1461388904
318	0.1461207539
319	0.1461057352
320	0.1460767557
321	0.1460641501
322	0.1460379813
323	0.1460147865
324	0.1460016795
325	0.1459810423
326	0.1459606344
327	0.1459426384
328	0.1459147258
329	0.1458959138
330	0.1458797505
331	0.1458689142
332	0.1458568442
333	0.1458357781
334	0.145818512
335	0.1458055187
336	0.1457855631
337	0.1457603569
338	0.1457489555
339	0.1457402695
340	0.1457324322
341	0.1457215191
342	0.1456946877
343	0.1456779037
344	0.1456664649
345	0.1456509619
346	0.1456413799
347	0.1456383166
348	0.1456230114
349	0.1456170836
350	0.1456014255
351	0.1455916927
352	0.1455864337
353	0.1455787215
354	0.1455774605
355	0.1455660859
356	0.1455495974
357	0.1455258374
358	0.1455189744
359	0.145508598
360	0.1454809637
361	0.1454677442
362	0.1454505079
363	0.1454401383
364	0.1454159453
365	0.1454064763
366	0.1453880091
367	0.1453619046
368	0.1453417997
369	0.1453223442
370	0.14530196
371	0.1452846772
372	0.1452708852
373	0.1452582721
374	0.1452321028
375	0.1452212918
376	0.1452078553
377	0.1451990947
378	0.1451774773
379	0.1451609607
380	0.145142844
381	0.1451213258
382	0.1451082549
383	0.1450903164
384	0.1450758565
385	0.1450615224
386	0.1450495048
387	0.1450346197
388	0.1450177708
389	0.1449955772
390	0.1449922215
391	0.1449800316
392	0.1449654171
393	0.1449494399
394	0.1449347447
395	0.1449272223
396	0.1449110943
397	0.144894339
398	0.1448857538
399	0.1448748345
400	0.1448588044
401	0.1448428166
402	0.1448207416
403	0.1448089258
404	0.1447923986
405	0.144780306
406	0.1447620071
407	0.1447420726
408	0.1447301522
409	0.14471134
410	0.1446928715
411	0.1446811617
412	0.144663723
413	0.1446420572
414	0.1446301729
415	0.1446128914
416	0.1445979566
417	0.1445887672
418	0.1445717913
419	0.1445571179
420	0.1445499857
421	0.1445313633
422	0.1445186022
423	0.1445078896
424	0.14449065
425	0.1444753942
426	0.144451424
427	0.1444419792
428	0.1444169071
429	0.1444125617
430	0.1443994143
431	0.1443837905
432	0.1443656012
433	0.1443465494
434	0.1443207128
435	0.1443032319
436	0.1442809593
437	0.144255608
438	0.1442331641
439	0.1442248918
440	0.1442096898
441	0.1441912192
442	0.1441754044
443	0.1441544692
444	0.1441400707
445	0.1441191553
446	0.1441006421
447	0.1440830876
448	0.1440682736
449	0.1440469111
450	0.1440370119
451	0.1440218194
452	0.1440117623
453	0.1439896074
454	0.14397447
455	0.1439604164
456	0.1439431713
457	0.1439247083
458	0.1439065631
459	0.1438826682
460	0.1438724161
461	0.14385338
462	0.1438334195
463	0.1438145403
464	0.1437935388
465	0.1437803624
466	0.1437583467
467	0.1437479331
468	0.1437364685
469	0.1437197275
470	0.1437019334
471	0.1436881136
472	0.14366933
473	0.1436523497
474	0.1436360587
475	0.1436171189
476	0.143604572
477	0.1435887536
478	0.1435688491
479	0.1435573854
480	0.1435444505
481	0.143527902
482	0.1435253212
483	0.143520499
484	0.1435026416
485	0.1434908876
486	0.1434742543
487	0.1434539153
488	0.1434447699
489	0.1434164788
490	0.1433970262
491	0.14338159
492	0.1433669531
493	0.1433432836
494	0.1433332782
495	0.1433104938
496	0.1433048396
497	0.1432865489
498	0.1432649923
499	0.1432423503
500	0.1432219224
501	0.1432118242
502	0.1431933952
503	0.1431748756
504	0.1431517524
505	0.1431322016
506	0.1431209661
507	0.143100095
508	0.1430732941
509	0.1430559353
510	0.1430450826
511	0.1430255206
512	0.1430134179
513	0.1430032098
514	0.1429775152
515	0.1429714681
516	0.1429537495
517	0.1429396054
518	0.1429214128
519	0.1429050606
520	0.1428905045
521	0.142878797
522	0.1428676922
523	0.14285425
524	0.1428374612
525	0.1428187116
526	0.1428057937
527	0.14278476
528	0.1427760301
529	0.1427615253
530	0.142746644
531	0.1427222604
532	0.1427021742
533	0.1426909789
534	0.1426765346
535	0.142662908
536	0.1426423025
537	0.142639584
538	0.1426259858
539	0.1426025828
540	0.1425848849
541	0.1425704627
542	0.1425531075
543	0.1425326553
544	0.142519412
545	0.1425028094
546	0.1424877484
547	0.1424746054
548	0.142461512
549	0.1424507396
550	0.1424329591
551	0.1424258885
552	0.1424103221
553	0.1423982702
554	0.1423850416
555	0.1423780251
556	0.1423687111
557	0.1423644667
558	0.1423442206
559	0.1423180892
560	0.1422992644
561	0.1422807329
562	0.1422605887
563	0.1422427992
564	0.1422231485
565	0.1422126672
566	0.1421919958
567	0.1421797459
568	0.1421689086
569	0.1421490528
570	0.1421320853
571	0.142112936
572	0.1420967305
573	0.1420713591
574	0.1420550852
575	0.1420414607
576	0.1420161617
577	0.1420001518
578	0.1419876426
579	0.1419756248
580	0.141956337
581	0.141939903
582	0.1419173637
583	0.141907399
584	0.141889033
585	0.1418793763
586	0.1418639001
587	0.1418496126
588	0.1418244907
589	0.1418051326
590	0.1417941591
591	0.1417849874
592	0.1417600757
593	0.1417477657
594	0.14172593
595	0.1417072648
596	0.1416978966
597	0.1416865516
598	0.1416752079
599	0.141655534
600	0.1416357102
601	0.141620905
602	0.1416162542
603	0.1415928157
604	0.1415763278
605	0.1415669809
606	0.1415627168
607	0.1415447759
608	0.1415305365
609	0.1415175065
610	0.141504188
611	0.1414859563
612	0.1414649351
613	0.1414412446
614	0.1414177946
615	0.1414006158
616	0.1413854859
617	0.1413746277
618	0.1413639801
619	0.1413535641
620	0.1413360458
621	0.1413113805
622	0.1412992027
623	0.1412925906
624	0.1412762222
625	0.1412729654
626	0.1412578632
627	0.1412380019
628	0.1412273345
629	0.1412060097
630	0.1411950989
631	0.1411741442
632	0.1411510985
633	0.1411375
634	0.1411196421
635	0.1411011313
636	0.1410847068
637	0.1410648755
638	0.1410495173
639	0.141035146
640	0.1410153895
641	0.1409954913
642	0.1409711556
643	0.1409518823
644	0.1409339972
645	0.1409158647
646	0.1408952202
647	0.1408704421
648	0.1408563133
649	0.1408428671
650	0.1408247507
651	0.1408051307
652	0.1407882635
653	0.1407745096
654	0.1407714219
655	0.1407637024
656	0.1407421422
657	0.140724362
658	0.1407106537
659	0.1406888942
660	0.1406684397
661	0.1406603228
662	0.140641539
663	0.1406231211
664	0.1406123761
665	0.1405955256
666	0.1405772113
667	0.1405663474
668	0.1405480907
669	0.1405409213
670	0.1405197106
671	0.1405020626
672	0.1404919256
673	0.1404736799
674	0.1404599005
675	0.1404499308
676	0.1404303722
677	0.1404084457
678	0.1403899063
679	0.1403666819
680	0.1403575883
681	0.1403482286
682	0.1403366259
683	0.1403185972
684	0.140305536
685	0.1402799684
686	0.1402601347
687	0.1402418947
688	0.1402285809
689	0.1402196957
690	0.1401964655
691	0.1401805365
692	0.1401770968
693	0.1401682637
694	0.1401468193
695	0.1401338024
696	0.1401225891
697	0.1401043931
698	0.140091175
699	0.1400719601
700	0.1400543258
701	0.1400376267
702	0.1400189696
703	0.140005233
704	0.1399879988
705	0.1399670056
706	0.1399499217
707	0.1399358307
708	0.1399148833
709	0.1399048583
710	0.1398878632
711	0.1398647131
712	0.139847112
713	0.1398363268
714	0.1398200935
715	0.1397988216
716	0.1397792534
717	0.1397592333
718	0.1397465189
719	0.1397298916
720	0.1397166813
721	0.1396989332
722	0.1396816959
723	0.1396653225
724	0.1396528217
725	0.1396375781
726	0.1396211063
727	0.1396012649
728	0.139583669
729	0.1395785492
730	0.1395680026
731	0.1395563154
732	0.1395317283
733	0.1395187656
734	0.1395063867
735	0.13949352
736	0.1394829292
737	0.1394647033
738	0.1394410924
739	0.1394266278
740	0.1394166884
741	0.1394041533
742	0.1393855916
743	0.1393685555
744	0.1393463211
745	0.1393357117
746	0.1393225573
747	0.1393076194
748	0.1392918623
749	0.1392690392
750	0.1392605361
751	0.1392415883
752	0.1392288096
753	0.1392143462
754	0.1392005064
755	0.1391841958
756	0.1391689786
757	0.139154078
758	0.1391407832
759	0.1391239377
760	0.1391050281
761	0.1390892955
762	0.1390689248
763	0.1390517506
764	0.1390411567
765	0.1390333979
766	0.1390131274
767	0.1389930473
768	0.1389692953
769	0.1389577471
770	0.1389375155
771	0.1389236806
772	0.138903124
773	0.1388901065
774	0.1388696397
775	0.1388611951
776	0.1388428688
777	0.1388190631
778	0.1388013588
779	0.1387853464
780	0.1387676241
781	0.138756272
782	0.138731647
783	0.1387161584
784	0.1387060473
785	0.1386983717
786	0.1386866604
787	0.1386688497
788	0.1386548648
789	0.1386319895
790	0.1386201223
791	0.138611539
792	0.138592403
793	0.138570229
794	0.1385502071
795	0.1385377674
796	0.1385251655
797	0.1385038735
798	0.1384958547
799	0.1384703347
800	0.138460178
801	0.1384438076
802	0.1384305319
803	0.1384131473
804	0.1383966867
805	0.1383831357
806	0.1383710354
807	0.1383627254
808	0.138352513
809	0.1383475909
810	0.1383344653
811	0.1383188087
812	0.1383040624
813	0.1382884284
814	0.1382712876
815	0.1382568198
816	0.1382325598
817	0.1382132518
818	0.138196935
819	0.1381874035
820	0.1381806536
821	0.1381696551
822	0.1381581409
823	0.1381512922
824	0.1381401602
825	0.1381248601
826	0.1381146983
827	0.138102814
828	0.1380767579
829	0.1380549289
830	0.1380422176
831	0.1380200532
832	0.1380115201
833	0.1379946874
834	0.1379809851
835	0.1379623015
836	0.1379536895
837	0.1379355001
838	0.1379200889
839	0.1379083796
840	0.1378944145
841	0.1378781289
842	0.1378611005
843	0.1378594505
844	0.1378428967
845	0.1378366346
846	0.1378205832
847	0.1378011101
848	0.1377835002
849	0.1377702712
850	0.1377598833
851	0.1377447095
852	0.1377312742
853	0.1377288546
854	0.1377228997
855	0.1377135746
856	0.1377058849
857	0.1376948955
858	0.1376840076
859	0.1376703094
860	0.137655726
861	0.137640645
862	0.137631125
863	0.1376167455
864	0.1376018503
865	0.1375962808
866	0.1375821254
867	0.1375668822
868	0.1375483303
869	0.1375330001
870	0.1375192615
871	0.1375023403
872	0.1374953148
873	0.1374881176
874	0.1374775844
875	0.137466135
876	0.1374495167
877	0.1374318724
878	0.1374211312
879	0.1373959901
880	0.1373783776
881	0.1373606787
882	0.1373591965
883	0.1373409201
884	0.1373295495
885	0.1373196917
886	0.137310843
887	0.1372937827
888	0.1372736547
889	0.1372619436
890	0.1372497341
891	0.1372430615
892	0.1372244266
893	0.1372014841
894	0.1371911039
895	0.1371778318
896	0.1371617113
897	0.1371452203
898	0.1371288551
899	0.1371156923
900	0.1370995165
901	0.1370854548
902	0.1370729655
903	0.1370643615
904	0.1370512113
905	0.1370243418
906	0.1370131601
907	0.1369981442
908	0.1369811057
909	0.1369597721
910	0.1369427031
911	0.1369341619
912	0.1369257904
913	0.1369116892
914	0.136898666
915	0.1368862392
916	0.136874955
917	0.1368620538
918	0.1368462723
919	0.1368317845
920	0.1368211437
921	0.1368074004
922	0.1367930776
923	0.1367797111
924	0.136762603
925	0.1367417834
926	0.1367308089
927	0.1367162304
928	0.1367091105
929	0.1366945379
930	0.1366763645
931	0.1366587079
932	0.1366454545
933	0.1366253897
934	0.1366103451
935	0.1365942587
936	0.1365774095
937	0.1365581298
938	0.1365448654
939	0.1365245564
940	0.1365139623
941	0.1365053161
942	0.1364913566
943	0.1364772045
944	0.1364657613
945	0.1364478948
946	0.1364369754
947	0.1364232622
948	0.1364050544
949	0.1363801949
950	0.1363635513
951	0.1363399607
952	0.1363238158
953	0.1363061073
954	0.1362874192
955	0.1362702119
956	0.1362609927
957	0.136239487
958	0.1362327673
959	0.1362092152
960	0.1361906909
961	0.1361843336
962	0.1361721071
963	0.1361637514
964	0.1361550614
965	0.1361327418
966	0.1361150932
967	0.1361022849
968	0.136084846
969	0.1360730988
970	0.1360571919
971	0.1360407255
972	0.1360307688
973	0.1360280889
974	0.1360138015
975	0.1360050089
976	0.1359845686
977	0.1359831979
978	0.1359637446
979	0.1359514306
980	0.1359370819
981	0.1359224019
982	0.1359068829
983	0.1358934587
984	0.1358790076
985	0.1358750069
986	0.135861261
987	0.1358380757
988	0.1358204237
989	0.1358092615
990	0.1357948079
991	0.1357726301
992	0.1357577279
993	0.1357426948
994	0.135726736
995	0.1357018753
996	0.1356799469
997	0.1356700295
998	0.1356549749
999	0.1356412471
