iter	Passed	Remaining
714	18253	7275
715	18279	7250
716	18309	7226
717	18334	7200
718	18359	7175
719	18385	7149
720	18411	7124
721	18436	7098
722	18460	7072
723	18485	7046
724	18510	7021
725	18536	6995
726	18560	6969
727	18587	6944
728	18614	6919
729	18635	6892
730	18658	6866
731	18683	6840
732	18712	6816
733	18737	6790
734	18764	6765
735	18789	6739
736	18814	6713
737	18841	6688
738	18868	6663
739	18893	6638
740	18917	6612
741	18942	6586
742	18972	6562
743	18999	6537
744	19025	6512
745	19048	6485
746	19073	6460
747	19098	6434
748	19123	6408
749	19151	6383
750	19175	6357
751	19202	6332
752	19233	6308
753	19258	6283
754	19283	6257
755	19311	6232
756	19336	6206
757	19361	6181
758	19386	6155
759	19412	6130
760	19438	6104
761	19464	6079
762	19493	6054
763	19518	6029
764	19540	6002
765	19564	5976
766	19590	5951
767	19616	5925
768	19643	5900
769	19669	5875
770	19694	5849
771	19718	5823
772	19748	5799
773	19773	5773
774	19800	5748
775	19825	5722
776	19858	5699
777	19885	5674
778	19913	5649
779	19937	5623
780	19965	5598
781	19990	5572
782	20017	5547
783	20041	5521
784	20068	5496
785	20092	5470
786	20116	5444
787	20142	5418
788	20169	5393
789	20195	5368
790	20221	5342
791	20244	5316
792	20271	5291
793	20296	5265
794	20322	5240
795	20349	5215
796	20373	5189
797	20399	5163
798	20421	5137
799	20449	5112
800	20475	5086
801	20502	5061
802	20528	5036
803	20553	5010
804	20580	4985
805	20608	4960
806	20632	4934
807	20661	4909
808	20685	4883
809	20709	4857
810	20735	4832
811	20762	4807
812	20789	4781
813	20815	4756
814	20843	4731
815	20868	4705
816	20895	4680
817	20921	4654
818	20948	4629
819	20972	4603
820	20998	4578
821	21022	4552
822	21046	4526
823	21069	4500
824	21096	4474
825	21123	4449
826	21147	4423
827	21171	4397
828	21199	4372
829	21224	4347
830	21253	4322
831	21281	4297
832	21307	4271
833	21334	4246
834	21359	4220
835	21384	4195
836	21410	4169
837	21438	4144
838	21465	4119
839	21490	4093
840	21515	4067
841	21543	4042
842	21569	4017
843	21591	3990
844	21617	3965
845	21641	3939
846	21669	3914
847	21698	3889
848	21724	3863
849	21749	3838
850	21775	3812
851	21802	3787
852	21828	3761
853	21849	3735
854	21873	3709
855	21901	3684
856	21925	3658
857	21950	3632
858	21979	3607
859	22006	3582
860	22030	3556
861	22054	3530
862	22078	3504
863	22109	3480
864	22134	3454
865	22158	3428
866	22183	3402
867	22209	3377
868	22239	3352
869	22264	3326
870	22289	3301
871	22316	3275
872	22340	3249
873	22366	3224
874	22390	3198
875	22414	3172
876	22442	3147
877	22468	3122
878	22497	3096
879	22523	3071
880	22549	3045
881	22575	3020
882	22597	2994
883	22625	2968
884	22649	2943
885	22673	2917
886	22698	2891
887	22728	2866
888	22756	2841
889	22785	2816
890	22810	2790
891	22833	2764
892	22862	2739
893	22890	2714
894	22914	2688
895	22939	2662
896	22965	2637
897	22990	2611
898	23017	2585
899	23042	2560
900	23069	2534
901	23095	2509
902	23122	2483
903	23148	2458
904	23174	2432
905	23203	2407
906	23226	2381
907	23253	2356
908	23278	2330
909	23304	2304
910	23329	2279
911	23354	2253
912	23377	2227
913	23404	2202
914	23431	2176
915	23456	2151
916	23490	2126
917	23516	2100
918	23542	2075
919	23569	2049
920	23594	2023
921	23618	1998
922	23644	1972
923	23669	1946
924	23702	1921
925	23737	1896
926	23761	1871
927	23791	1845
928	23815	1820
929	23838	1794
930	23866	1768
931	23891	1743
932	23916	1717
933	23941	1691
934	23968	1666
935	23994	1640
936	24021	1615
937	24049	1589
938	24076	1564
939	24105	1538
940	24132	1513
941	24156	1487
942	24183	1461
943	24207	1436
944	24233	1410
945	24257	1384
946	24287	1359
947	24313	1333
948	24340	1308
949	24370	1282
950	24397	1257
951	24423	1231
952	24449	1205
953	24474	1180
954	24500	1154
955	24527	1128
956	24552	1103
957	24578	1077
958	24602	1051
959	24630	1026
960	24657	1000
961	24681	974
962	24706	949
963	24730	923
964	24754	897
965	24782	872
966	24806	846
967	24833	820
968	24861	795
969	24887	769
970	24914	744
971	24940	718
972	24966	692
973	24990	667
974	25015	641
975	25039	615
976	25066	590
977	25087	564
978	25116	538
979	25140	513
980	25165	487
981	25194	461
982	25219	436
983	25248	410
984	25274	384
985	25297	359
986	25325	333
987	25353	307
988	25383	282
989	25410	256
990	25437	231
991	25463	205
992	25490	179
993	25515	154
994	25542	128
995	25570	102
996	25596	77
997	25621	51
998	25647	25
999	25672	0
