iter	MultiClass
243	0.5533582917
244	0.5530197996
245	0.5523607866
246	0.5519977248
247	0.5518340142
248	0.5514277439
249	0.5505857103
250	0.5503911833
251	0.5499978693
252	0.5495130608
253	0.5491124092
254	0.5486212098
255	0.5484162216
256	0.5476906965
257	0.5471776425
258	0.5470043912
259	0.5466378027
260	0.5463656727
261	0.5459075421
262	0.5456921782
263	0.5453667478
264	0.5447788913
265	0.5442192882
266	0.5439342174
267	0.5434216626
268	0.5432364396
269	0.5428207566
270	0.542410698
271	0.5422126906
272	0.5418961952
273	0.5416529666
274	0.5413828177
275	0.5408752826
276	0.5404357341
277	0.5401380458
278	0.5398867478
279	0.5395431679
280	0.5393616034
281	0.5390106809
282	0.5387236808
283	0.5381690869
284	0.537858893
285	0.5373867593
286	0.5372424519
287	0.5367630273
288	0.5363162925
289	0.5361402001
290	0.5356491316
291	0.5352581873
292	0.5346011197
293	0.5341672681
294	0.5338662303
295	0.5333183618
296	0.5328926094
297	0.5323862245
298	0.5321360556
299	0.5318180239
300	0.5313516418
301	0.5309127729
302	0.5305957453
303	0.5302688389
304	0.5300145328
305	0.5297616783
306	0.5291654801
307	0.5290615301
308	0.5288187138
309	0.5285563157
310	0.5282200434
311	0.5278917463
312	0.5273816441
313	0.5269492953
314	0.5266571352
315	0.5263934746
316	0.5262333562
317	0.5258469538
318	0.5256081579
319	0.5253585303
320	0.5248560168
321	0.5247029205
322	0.5244224665
323	0.5238710608
324	0.5235456769
325	0.5232112915
326	0.5228847304
327	0.5224047729
328	0.5222288433
329	0.5218909413
330	0.5214943915
331	0.5211238871
332	0.5208926508
333	0.5204426862
334	0.5202836257
335	0.5199684204
336	0.5197600041
337	0.5193085172
338	0.5189733224
339	0.5187375156
340	0.51847071
341	0.5181117577
342	0.5173885391
343	0.5171441427
344	0.5168533031
345	0.5167526924
346	0.5164482738
347	0.5161705705
348	0.5159609749
349	0.5157957924
350	0.5156921278
351	0.5154802709
352	0.5151371213
353	0.5149066569
354	0.5146283788
355	0.5145675524
356	0.5143925472
357	0.5140955711
358	0.5140158549
359	0.51389203
360	0.5135961468
361	0.5133627107
362	0.5131257183
363	0.5130296773
364	0.5126323401
365	0.5125068849
366	0.5119620406
367	0.5116552897
368	0.5114105736
369	0.5112527839
370	0.5111454722
371	0.5108333413
372	0.5104525172
373	0.5101233366
374	0.5097187401
375	0.5095713811
376	0.5092882638
377	0.5089987959
378	0.5087696707
379	0.5085854259
380	0.5084105919
381	0.5081327463
382	0.5078187385
383	0.5074317869
384	0.507193584
385	0.5070759135
386	0.5069963649
387	0.5069265469
388	0.5067515181
389	0.5065621519
390	0.5064940817
391	0.5061991438
392	0.5060392976
393	0.505894283
394	0.5056367558
395	0.5053879117
396	0.5047796557
397	0.5046831266
398	0.5044720635
399	0.50421861
400	0.5040347126
401	0.5037834145
402	0.5034276826
403	0.5033333684
404	0.5031184063
405	0.5029749191
406	0.5026665554
407	0.502376274
408	0.5021403079
409	0.5017094453
410	0.5015904411
411	0.5013539203
412	0.5010418989
413	0.5007445279
414	0.5006132686
415	0.5000639571
416	0.5000230668
417	0.4999483201
418	0.4997680792
419	0.4995954057
420	0.4992896672
421	0.4989301926
422	0.4986770706
423	0.4984634022
424	0.498209964
425	0.4980684588
426	0.4976821912
427	0.4974989725
428	0.4970423132
429	0.4967602653
430	0.4965735156
431	0.4961395268
432	0.496009045
433	0.4958419823
434	0.4956106011
435	0.4951772745
436	0.4950766041
437	0.4948425141
438	0.4946975861
439	0.4944264247
440	0.4942439783
441	0.4940645044
442	0.4937472307
443	0.4934812069
444	0.4931403139
445	0.4930276106
446	0.4927828547
447	0.4924361541
448	0.4921355844
449	0.4921192545
450	0.4918577059
451	0.4914727133
452	0.4913379385
453	0.4912544691
454	0.4910534138
455	0.4909779486
456	0.4905942406
457	0.4904916125
458	0.490223972
459	0.4900601417
460	0.4899335327
461	0.4897223267
462	0.4895718316
463	0.4892184901
464	0.4890516818
465	0.4888421931
466	0.4887309003
467	0.4883966661
468	0.4882722997
469	0.4881467267
470	0.4877947177
471	0.4876775344
472	0.4875454348
473	0.4873921607
474	0.4871978524
475	0.4870452843
476	0.4869674152
477	0.486702174
478	0.4865746474
479	0.4864480771
480	0.4861258255
481	0.4859713714
482	0.4859100167
483	0.4856433625
484	0.485313568
485	0.4852670704
486	0.4852129448
487	0.4850425044
488	0.4847519576
489	0.484576657
490	0.4842686386
491	0.4839984951
492	0.483773378
493	0.4836437716
494	0.4834077199
495	0.4832787139
496	0.4831605661
497	0.4830597072
498	0.48294852
499	0.4827446807
500	0.4825827832
501	0.4824263111
502	0.4822545082
503	0.4818410713
504	0.4817211627
505	0.481407836
506	0.4812378166
507	0.4809367723
508	0.4808577254
509	0.4805942241
510	0.4802824207
511	0.4800814324
512	0.4797468889
513	0.4795780205
514	0.4794056512
515	0.4793426953
516	0.4791563546
517	0.4789608083
518	0.4789541228
519	0.4788087933
520	0.4786773333
521	0.4785396812
522	0.4783686089
523	0.4781077802
524	0.4778585619
525	0.4776764116
526	0.4774659314
527	0.4772866489
528	0.4771046337
529	0.477023318
530	0.4768416493
531	0.4765949688
532	0.4764940965
533	0.476466263
534	0.4763253518
535	0.4760359997
536	0.475881557
537	0.4757217269
538	0.4754910948
539	0.4751937915
540	0.4749760287
541	0.4749243513
542	0.4746616271
543	0.4745249495
544	0.4742599894
545	0.474163655
546	0.4740551163
547	0.4737265517
548	0.4733859371
549	0.4730309035
550	0.4729059915
551	0.4724329693
552	0.4722378764
553	0.472076496
554	0.4718375688
555	0.4715242183
556	0.4713809263
557	0.4712041253
558	0.4710797559
559	0.4710466244
560	0.4709246979
561	0.4707538691
562	0.470607713
563	0.4704557389
564	0.4702210534
565	0.4700888093
566	0.4699138035
567	0.4696967322
568	0.4695040749
569	0.4692599912
570	0.4691059829
571	0.4690408258
572	0.4689358133
573	0.4688153513
574	0.4685321075
575	0.4682907987
576	0.4682534877
577	0.4681087487
578	0.467827619
579	0.4677438168
580	0.4676334741
581	0.4675634467
582	0.4675071581
583	0.4672932442
584	0.4669993714
585	0.4667452679
586	0.4667271624
587	0.4666401869
588	0.4664875088
589	0.4662879306
590	0.466016957
591	0.4658424643
592	0.4656660606
593	0.4656069394
594	0.465594746
595	0.4651822325
596	0.4650243395
597	0.4646242227
598	0.4644246217
599	0.4643730688
600	0.4640057574
601	0.4638261128
602	0.4635193978
603	0.4633875907
604	0.4632287473
605	0.4630584767
606	0.4627717306
607	0.4624224494
608	0.4621822108
609	0.462149022
610	0.4619671861
611	0.4618139217
612	0.461550876
613	0.4615250835
614	0.4613956407
615	0.4613043799
616	0.4611748646
617	0.461103698
618	0.4610136544
619	0.4607064724
620	0.4604318854
621	0.4602932847
622	0.46008016
623	0.4598236264
624	0.4596991836
625	0.459577286
626	0.459443073
627	0.4593121058
628	0.4591610511
629	0.4590124378
630	0.4587309973
631	0.458716341
632	0.4586005756
633	0.4584085797
634	0.4582274284
635	0.4579788151
636	0.4577904433
637	0.4576004073
638	0.4573683193
639	0.4572793248
640	0.4571260876
641	0.4569450494
642	0.4566817385
643	0.4566083686
644	0.4564942126
645	0.4564892144
646	0.4561942464
647	0.4557679277
648	0.4556153731
649	0.4553601033
650	0.4551977853
651	0.4549942708
652	0.4548320908
653	0.4547456821
654	0.4545644868
655	0.4544275246
656	0.4542978139
657	0.4539403818
658	0.453795385
659	0.4536492453
660	0.4534055411
661	0.4531655279
662	0.452879496
663	0.4527289036
664	0.4525476798
665	0.452497237
666	0.4523459067
667	0.4522488689
668	0.4521104676
669	0.4520432251
670	0.4518243175
671	0.4517345767
672	0.4516406753
673	0.4514834099
674	0.45142899
675	0.4513726249
676	0.4513096898
677	0.4511008947
678	0.4508937112
679	0.4505594433
680	0.4504428496
681	0.4503961195
682	0.4503056516
683	0.4501236836
684	0.4499261006
685	0.4498416108
686	0.4498037941
687	0.4496184876
688	0.449509604
689	0.4494525047
690	0.4493401087
691	0.4491907828
692	0.4491627958
693	0.4490905769
694	0.4489624824
695	0.4487079382
696	0.4485330434
697	0.4484142719
698	0.4483115801
699	0.4480240819
700	0.4479189325
701	0.4477525903
702	0.4475293822
703	0.4474295347
704	0.4473621788
705	0.4472769394
706	0.4472252263
707	0.4470491224
708	0.4469737948
709	0.4468666156
710	0.4467803464
711	0.4465841786
712	0.4464451471
713	0.446334485
714	0.4462583173
715	0.4461793575
716	0.4460475797
717	0.4459435339
718	0.4457610032
719	0.4455340463
720	0.4455018742
721	0.4454069683
722	0.4452490563
723	0.4450631831
724	0.4447660657
725	0.4446444767
726	0.4445646499
727	0.4445438296
728	0.4444377066
729	0.4442942638
730	0.4440192823
731	0.443970207
732	0.4438067714
733	0.4437200359
734	0.4435934406
735	0.4434531622
736	0.4433856672
737	0.4431874102
738	0.4431374473
739	0.4430462645
740	0.4429610957
741	0.4428018845
742	0.442755911
743	0.4424307366
744	0.4422426336
745	0.4420363681
746	0.4418726566
747	0.4417486486
748	0.4416498784
749	0.4414173415
750	0.441215863
751	0.4411543346
752	0.4409931665
753	0.4408701352
754	0.4408258492
755	0.4407330036
756	0.4406461022
757	0.4405528891
758	0.4403170928
759	0.4402557306
760	0.4400223397
761	0.4398413675
762	0.4397797469
763	0.4396254358
764	0.4394405094
765	0.4393769619
766	0.4392471734
767	0.4391120558
768	0.4390682373
769	0.4389519531
770	0.4387846228
771	0.438631698
772	0.4384144068
773	0.4383191169
774	0.4382002664
775	0.4380861294
776	0.4378925538
777	0.4377363394
778	0.4375816498
779	0.4375137354
780	0.4374354357
781	0.4374095608
782	0.4372654589
783	0.4371749392
784	0.4370077146
785	0.4367115074
786	0.4365710422
787	0.4364760077
788	0.4363340346
789	0.4362704864
790	0.436071453
791	0.4360126397
792	0.4358850514
793	0.4357860233
794	0.4354634877
795	0.4353196285
796	0.4352387989
797	0.4351072383
798	0.4349785894
799	0.434933314
800	0.4346375662
801	0.4344923329
802	0.4342527946
803	0.4340031345
804	0.4338190361
805	0.4336456378
806	0.4335922525
807	0.4335145016
808	0.4333832158
809	0.4331940182
810	0.4330140014
811	0.4329391983
812	0.4327019034
813	0.4325150877
814	0.4323691469
815	0.4321904482
816	0.4320832686
817	0.4320307593
818	0.4318200234
819	0.4314757932
820	0.4313178419
821	0.431083432
822	0.4309180882
823	0.4306095981
824	0.4305111634
825	0.4302798701
826	0.4301641439
827	0.4300611697
828	0.4298492835
829	0.4297708553
830	0.4296060343
831	0.4295120779
832	0.4293937639
833	0.4292401564
834	0.4291579964
835	0.4289836922
836	0.4288029736
837	0.4286644512
838	0.4285681283
839	0.4283406555
840	0.4282218605
841	0.4281188114
842	0.4280546363
843	0.4278565314
844	0.4277661204
845	0.4276844114
846	0.4275666365
847	0.4273451938
848	0.4271359407
849	0.4270728679
850	0.4269205748
851	0.4268253162
852	0.4267013007
853	0.4266268449
854	0.4264991082
855	0.426322929
856	0.426252234
857	0.4260426395
858	0.4257720399
859	0.4256598782
860	0.4255146734
861	0.4253099086
862	0.4250063045
863	0.424851633
864	0.4246976855
865	0.424498853
866	0.4243083043
867	0.4241022668
868	0.4239790408
869	0.4238633125
870	0.4238429851
871	0.4237074778
872	0.4236119271
873	0.4235010067
874	0.4234578016
875	0.4232833375
876	0.4231809053
877	0.4231109977
878	0.423044417
879	0.4229598979
880	0.422865328
881	0.4226955812
882	0.4225334456
883	0.4223328006
884	0.4221278098
885	0.4219463344
886	0.4218976199
887	0.4217099195
888	0.421586631
889	0.4214351666
890	0.4213712393
891	0.4212835087
892	0.4211592824
893	0.4209788019
894	0.420774073
895	0.4207439471
896	0.4206374531
897	0.4205596278
898	0.420362898
899	0.4202785294
900	0.4199635202
901	0.4198012081
902	0.4196401463
903	0.4194781156
904	0.4194521709
905	0.4193263142
906	0.4191256509
907	0.4190589177
908	0.418916415
909	0.4187380251
910	0.4186304109
911	0.4185019075
912	0.4183752967
913	0.4182757512
914	0.4180942392
915	0.4178678847
916	0.4177186789
917	0.4175292948
918	0.4173726997
919	0.4172968361
920	0.4172449642
921	0.4171124087
922	0.4168471791
923	0.4167213686
924	0.4165100795
925	0.4164587775
926	0.4163949946
927	0.4162636099
928	0.4160502256
929	0.4158539362
930	0.4157488448
931	0.4156635032
932	0.4154843966
933	0.415418752
934	0.415284101
935	0.415106962
936	0.4148813477
937	0.4147665017
938	0.4147096136
939	0.4146275518
940	0.4144009803
941	0.4143361899
942	0.4141306319
943	0.4139336106
944	0.4136911301
945	0.4134339367
946	0.4132954873
947	0.4130879742
948	0.4128610861
949	0.4127169049
950	0.412658866
951	0.4122684003
952	0.4121582679
953	0.4120056469
954	0.4119047869
955	0.4118370741
956	0.4117313536
957	0.4116437606
958	0.4115545778
959	0.4115377325
960	0.4114451367
961	0.4111744156
962	0.4109975052
963	0.4109500406
964	0.4107715117
965	0.4106521998
966	0.4105635368
967	0.4105352775
968	0.4101680912
969	0.4101264039
970	0.4099239934
971	0.4098270978
972	0.4096622647
973	0.4094026568
974	0.409234726
975	0.4088727163
976	0.4087408123
977	0.4086438428
978	0.4085156721
979	0.4083509972
980	0.4082554107
981	0.4081615063
982	0.4080876775
983	0.4080217833
984	0.4079045584
985	0.4078476071
986	0.4078063377
987	0.4077654832
988	0.4076726991
989	0.4075366702
990	0.4074307561
991	0.4073665785
992	0.4072548593
993	0.4071461668
994	0.4070878537
995	0.4069156133
996	0.406669564
997	0.406587972
998	0.4064672658
999	0.4063500211
