iter	Passed	Remaining
405	6867	10047
406	6883	10029
407	6901	10014
408	6917	9995
409	6936	9982
410	6952	9963
411	6966	9942
412	6984	9927
413	7003	9913
414	7021	9897
415	7041	9884
416	7055	9864
417	7068	9841
418	7082	9821
419	7098	9802
420	7116	9786
421	7131	9768
422	7148	9751
423	7164	9733
424	7181	9715
425	7198	9698
426	7214	9681
427	7232	9665
428	7252	9652
429	7267	9634
430	7284	9616
431	7300	9598
432	7314	9578
433	7330	9560
434	7346	9542
435	7363	9525
436	7380	9507
437	7396	9490
438	7412	9471
439	7430	9456
440	7445	9437
441	7460	9418
442	7478	9402
443	7493	9384
444	7509	9366
445	7525	9347
446	7540	9328
447	7560	9315
448	7577	9298
449	7591	9278
450	7607	9260
451	7627	9247
452	7642	9228
453	7657	9209
454	7673	9191
455	7687	9171
456	7704	9154
457	7718	9134
458	7734	9116
459	7749	9097
460	7765	9079
461	7781	9061
462	7796	9042
463	7812	9025
464	7827	9005
465	7842	8987
466	7858	8968
467	7875	8953
468	7890	8933
469	7906	8915
470	7923	8899
471	7939	8881
472	7955	8863
473	7970	8845
474	7987	8827
475	8002	8809
476	8018	8791
477	8036	8776
478	8052	8758
479	8067	8740
480	8083	8722
481	8100	8706
482	8116	8688
483	8132	8670
484	8149	8653
485	8165	8635
486	8179	8616
487	8195	8598
488	8211	8581
489	8228	8564
490	8245	8547
491	8260	8529
492	8276	8511
493	8293	8494
494	8308	8476
495	8323	8458
496	8339	8439
497	8353	8420
498	8368	8402
499	8384	8384
500	8401	8368
501	8416	8349
502	8432	8331
503	8451	8316
504	8466	8298
505	8482	8281
506	8497	8262
507	8515	8247
508	8529	8227
509	8546	8211
510	8567	8198
511	8585	8183
512	8604	8168
513	8620	8151
514	8635	8132
515	8649	8112
516	8664	8095
517	8680	8077
518	8693	8056
519	8709	8039
520	8724	8021
521	8739	8002
522	8754	7984
523	8773	7969
524	8789	7952
525	8804	7934
526	8821	7917
527	8836	7899
528	8853	7882
529	8868	7864
530	8885	7848
531	8902	7831
532	8917	7813
533	8931	7794
534	8948	7777
535	8964	7760
536	8981	7743
537	8998	7727
538	9017	7712
539	9033	7695
540	9049	7677
541	9065	7660
542	9082	7643
543	9097	7625
544	9115	7610
545	9131	7593
546	9147	7575
547	9167	7561
548	9186	7546
549	9202	7529
550	9217	7510
551	9235	7495
552	9253	7479
553	9269	7462
554	9285	7445
555	9305	7430
556	9322	7414
557	9339	7398
558	9354	7379
559	9368	7361
560	9384	7343
561	9403	7328
562	9418	7310
563	9434	7293
564	9451	7276
565	9467	7259
566	9485	7243
567	9502	7226
568	9517	7209
569	9535	7193
570	9551	7176
571	9566	7158
572	9581	7139
573	9596	7122
574	9613	7105
575	9630	7089
576	9645	7071
577	9662	7054
578	9682	7040
579	9699	7023
580	9715	7006
581	9730	6988
582	9746	6970
583	9763	6955
584	9779	6937
585	9799	6922
586	9813	6904
587	9827	6885
588	9842	6868
589	9859	6851
590	9877	6835
591	9894	6818
592	9911	6802
593	9926	6784
594	9940	6766
595	9958	6750
596	9974	6733
597	9993	6717
598	10010	6701
599	10024	6683
600	10043	6667
601	10060	6651
602	10079	6635
603	10094	6618
604	10110	6601
605	10127	6584
606	10143	6567
607	10159	6550
608	10176	6533
609	10192	6516
610	10207	6498
611	10223	6481
612	10241	6465
613	10258	6449
614	10273	6431
615	10290	6414
616	10310	6400
617	10325	6382
618	10341	6365
619	10359	6349
620	10376	6332
621	10391	6315
622	10406	6297
623	10422	6280
624	10439	6263
625	10456	6246
626	10475	6231
627	10491	6214
628	10507	6197
629	10523	6180
630	10541	6164
631	10556	6146
632	10572	6129
633	10588	6112
634	10603	6095
635	10620	6078
636	10637	6061
637	10655	6046
638	10671	6028
639	10688	6012
640	10703	5994
641	10719	5977
642	10736	5961
643	10753	5944
644	10768	5926
645	10785	5910
646	10803	5894
647	10821	5878
648	10843	5864
649	10862	5849
650	10880	5832
651	10895	5815
652	10910	5797
653	10926	5780
654	10941	5763
655	10957	5746
656	10973	5729
657	10991	5712
658	11007	5695
659	11024	5679
660	11042	5663
661	11060	5647
662	11077	5630
663	11094	5614
664	11111	5597
665	11126	5579
666	11144	5563
667	11159	5546
668	11176	5529
